event_id,timestamp,user_id,event_name,resource,source_ip,region,status,ground_truth
CLOUD-00122,2025-06-06T14:33:59,user_032,ListBucket,s3://project-documents,10.10.4.185,ap-south-1,Success,0
CLOUD-00108,2025-06-06T14:48:01,user_028,GetObject,s3://project-documents,10.10.4.43,ap-south-1,Success,0
CLOUD-00775,2025-06-06T14:48:08,user_050,GetObject,s3://project-documents,10.10.2.115,ap-south-1,Success,0
CLOUD-00487,2025-06-06T14:54:26,user_028,GetObject,s3://customer-exports,10.10.4.18,ap-south-1,Success,1
CLOUD-00485,2025-06-06T15:27:44,user_042,ListBucket,s3://project-documents,10.10.2.61,ap-south-1,Success,0
CLOUD-00307,2025-06-06T15:37:16,user_041,ListBucket,s3://project-documents,10.10.1.100,ap-south-1,Success,0
CLOUD-00002,2025-06-06T15:38:39,user_048,ListBucket,s3://project-documents,10.10.4.100,ap-south-1,Success,0
CLOUD-00660,2025-06-06T16:07:00,user_041,GetObject,s3://project-documents,10.10.1.64,ap-south-1,Success,0
CLOUD-01177,2025-06-06T17:08:26,user_006,PutObject,s3://team-uploads,10.10.2.185,ap-south-1,Success,0
CLOUD-00020,2025-06-06T17:37:55,user_012,DescribeInstances,ec2:dev-instance,10.10.4.126,ap-south-1,Success,0
CLOUD-00213,2025-06-06T18:15:03,user_026,CreateAccessKey,iam:access-key,10.10.2.85,ap-south-1,Success,1
CLOUD-00855,2025-06-06T18:25:12,user_017,GetObject,s3://project-documents,10.10.1.38,ap-south-1,Success,0
CLOUD-00030,2025-06-06T18:34:51,user_032,GetObject,s3://project-documents,10.10.4.141,ap-south-1,Success,0
CLOUD-01088,2025-06-06T18:54:06,user_004,PutObject,s3://team-uploads,10.10.4.130,ap-south-1,Success,0
CLOUD-00845,2025-06-06T22:32:41,user_038,ConsoleLogin,aws:console,10.10.2.75,ap-south-1,Success,1
CLOUD-00566,2025-06-07T03:29:21,user_011,ConsoleLogin,aws:console,10.10.3.65,ap-south-1,Success,1
CLOUD-01048,2025-06-07T04:01:19,user_010,GetObject,s3://customer-exports,185.220.115.161,ap-south-1,Success,1
CLOUD-00443,2025-06-07T08:20:19,user_015,PutObject,s3://team-uploads,10.10.3.198,ap-south-1,Success,0
CLOUD-00372,2025-06-07T08:35:08,user_006,DescribeInstances,ec2:dev-instance,10.10.2.22,ap-south-1,Success,0
CLOUD-00860,2025-06-07T08:35:41,user_036,PutObject,s3://team-uploads,10.10.4.52,ap-south-1,Success,0
CLOUD-00554,2025-06-07T08:44:53,user_044,GetObject,s3://customer-exports,10.10.4.31,ap-south-1,Success,1
CLOUD-00805,2025-06-07T09:28:49,user_022,DescribeInstances,ec2:dev-instance,10.10.2.44,ap-south-1,Success,0
CLOUD-00220,2025-06-07T10:45:20,user_019,GetObject,s3://project-documents,10.10.3.52,ap-south-1,Success,0
CLOUD-00083,2025-06-07T11:03:36,user_008,PutObject,s3://team-uploads,10.10.4.34,ap-south-1,Success,0
CLOUD-00827,2025-06-07T11:07:32,user_027,DescribeInstances,ec2:dev-instance,10.10.3.52,ap-south-1,Success,0
CLOUD-00387,2025-06-07T11:14:37,user_026,DescribeInstances,ec2:dev-instance,10.10.2.32,ap-south-1,Success,0
CLOUD-00951,2025-06-07T11:24:50,user_043,DescribeInstances,ec2:dev-instance,10.10.3.151,ap-south-1,Success,0
CLOUD-01214,2025-06-07T11:27:16,user_023,GetObject,s3://project-documents,10.10.3.131,ap-south-1,Success,0
CLOUD-00227,2025-06-07T11:31:47,user_006,PutObject,s3://team-uploads,10.10.2.133,ap-south-1,Success,0
CLOUD-00243,2025-06-07T13:00:42,user_030,PutObject,s3://team-uploads,10.10.2.59,ap-south-1,Success,0
CLOUD-00748,2025-06-07T13:00:43,user_004,ListBucket,s3://project-documents,10.10.4.117,ap-south-1,Success,0
CLOUD-00680,2025-06-07T13:15:24,user_038,DescribeInstances,ec2:dev-instance,10.10.2.32,ap-south-1,Success,0
CLOUD-01110,2025-06-07T14:17:41,user_012,ConsoleLogin,aws:console,185.220.222.47,ap-south-1,Success,1
CLOUD-00374,2025-06-07T14:56:39,user_015,ListBucket,s3://project-documents,10.10.3.91,ap-south-1,Success,0
CLOUD-00181,2025-06-07T15:07:03,user_026,GetObject,s3://finance-backups,10.10.2.211,ap-south-1,Success,1
CLOUD-00890,2025-06-07T15:14:01,user_007,PutObject,s3://team-uploads,10.10.3.66,ap-south-1,Success,0
CLOUD-01102,2025-06-07T15:42:31,user_048,ListBucket,s3://project-documents,10.10.4.208,ap-south-1,Success,0
CLOUD-00895,2025-06-07T15:45:08,user_002,PutObject,s3://team-uploads,10.10.2.50,ap-south-1,Success,0
CLOUD-00682,2025-06-07T15:56:02,user_039,ListBucket,s3://project-documents,10.10.3.77,ap-south-1,Success,0
CLOUD-00256,2025-06-07T16:01:32,user_050,ListBucket,s3://project-documents,10.10.2.33,ap-south-1,Success,0
CLOUD-00491,2025-06-07T16:11:40,user_040,PutObject,s3://team-uploads,10.10.4.109,ap-south-1,Success,0
CLOUD-00334,2025-06-07T16:25:13,user_028,DescribeInstances,ec2:dev-instance,10.10.4.209,ap-south-1,Success,0
CLOUD-00397,2025-06-07T16:52:04,user_015,GetObject,s3://project-documents,10.10.3.107,ap-south-1,Success,0
CLOUD-00226,2025-06-07T17:18:47,user_004,GetObject,s3://project-documents,10.10.4.99,ap-south-1,Success,0
CLOUD-00766,2025-06-07T17:37:09,user_036,ListBucket,s3://project-documents,10.10.4.147,ap-south-1,Success,0
CLOUD-00873,2025-06-07T17:39:24,user_034,PutObject,s3://team-uploads,10.10.2.117,ap-south-1,Success,0
CLOUD-00415,2025-06-07T18:11:54,user_050,PutObject,s3://team-uploads,10.10.2.212,ap-south-1,Success,0
CLOUD-01000,2025-06-07T18:43:10,user_040,PutObject,s3://team-uploads,10.10.4.16,ap-south-1,Success,0
CLOUD-00096,2025-06-07T18:54:53,user_031,GetObject,s3://project-documents,10.10.3.90,ap-south-1,Success,0
CLOUD-00818,2025-06-07T23:44:24,user_004,ConsoleLogin,aws:console,10.10.4.131,ap-south-1,Success,1
CLOUD-00286,2025-06-08T00:16:59,user_033,ConsoleLogin,aws:console,10.10.1.37,ap-south-1,Success,1
CLOUD-00964,2025-06-08T03:14:48,user_004,GetObject,s3://customer-exports,185.220.98.154,ap-south-1,Success,1
CLOUD-00145,2025-06-08T08:16:43,user_015,GetObject,s3://project-documents,10.10.3.171,ap-south-1,Success,0
CLOUD-00285,2025-06-08T08:23:47,user_009,CreateAccessKey,iam:access-key,10.10.1.187,ap-south-1,Success,1
CLOUD-01137,2025-06-08T09:07:38,user_010,ListBucket,s3://project-documents,10.10.2.203,ap-south-1,Success,0
CLOUD-00761,2025-06-08T09:08:21,user_009,DescribeInstances,ec2:dev-instance,10.10.1.164,ap-south-1,Success,0
CLOUD-01101,2025-06-08T09:22:20,user_043,PutObject,s3://team-uploads,10.10.3.67,ap-south-1,Success,0
CLOUD-00477,2025-06-08T09:29:09,user_003,GetObject,s3://project-documents,10.10.3.61,ap-south-1,Success,0
CLOUD-00014,2025-06-08T09:32:40,user_036,PutObject,s3://team-uploads,10.10.4.120,ap-south-1,Success,0
CLOUD-00390,2025-06-08T10:01:05,user_028,ListBucket,s3://project-documents,10.10.4.20,ap-south-1,Success,0
CLOUD-00625,2025-06-08T11:12:34,user_016,PutObject,s3://team-uploads,10.10.4.163,ap-south-1,Success,0
CLOUD-01133,2025-06-08T11:34:05,user_003,DescribeInstances,ec2:dev-instance,10.10.3.136,ap-south-1,Success,0
CLOUD-00732,2025-06-08T11:36:10,user_050,ListBucket,s3://project-documents,10.10.2.118,ap-south-1,Success,0
CLOUD-00090,2025-06-08T11:36:44,user_013,PutObject,s3://team-uploads,10.10.1.207,ap-south-1,Success,0
CLOUD-00711,2025-06-08T12:21:29,user_031,PutObject,s3://team-uploads,10.10.3.53,ap-south-1,Success,0
CLOUD-00807,2025-06-08T12:50:30,user_023,CreateAccessKey,iam:access-key,10.10.3.155,ap-south-1,Success,1
CLOUD-00938,2025-06-08T12:50:57,user_026,GetObject,s3://project-documents,10.10.2.91,ap-south-1,Success,0
CLOUD-01207,2025-06-08T12:53:10,user_016,GetObject,s3://project-documents,10.10.4.190,ap-south-1,Success,0
CLOUD-01208,2025-06-08T13:56:47,user_041,ConsoleLogin,aws:console,185.220.80.231,ap-south-1,Success,1
CLOUD-00847,2025-06-08T13:59:36,user_024,PutObject,s3://team-uploads,10.10.4.161,ap-south-1,Success,0
CLOUD-00541,2025-06-08T14:16:44,user_017,GetObject,s3://project-documents,10.10.1.20,ap-south-1,Success,0
CLOUD-00740,2025-06-08T14:32:38,user_008,ListBucket,s3://project-documents,10.10.4.169,ap-south-1,Success,0
CLOUD-00008,2025-06-08T14:57:46,user_021,GetObject,s3://project-documents,10.10.1.124,ap-south-1,Success,0
CLOUD-00392,2025-06-08T14:59:14,user_041,ListBucket,s3://project-documents,10.10.1.128,ap-south-1,Success,0
CLOUD-00087,2025-06-08T15:05:36,user_025,GetObject,s3://project-documents,10.10.1.187,ap-south-1,Success,0
CLOUD-00570,2025-06-08T15:23:08,user_020,PutObject,s3://team-uploads,10.10.4.17,ap-south-1,Success,0
CLOUD-00419,2025-06-08T15:27:56,user_031,PutObject,s3://team-uploads,10.10.3.56,ap-south-1,Success,0
CLOUD-00493,2025-06-08T15:33:42,user_025,GetObject,s3://project-documents,10.10.1.194,ap-south-1,Success,0
CLOUD-00515,2025-06-08T15:49:30,user_013,GetObject,s3://project-documents,10.10.1.23,ap-south-1,Success,0
CLOUD-00741,2025-06-08T16:20:37,user_029,DescribeInstances,ec2:dev-instance,10.10.1.113,ap-south-1,Success,0
CLOUD-01026,2025-06-08T16:26:20,user_001,CreateAccessKey,iam:access-key,10.10.1.57,ap-south-1,Success,1
CLOUD-00926,2025-06-08T16:37:42,user_006,DescribeInstances,ec2:dev-instance,10.10.2.66,ap-south-1,Success,0
CLOUD-00468,2025-06-08T16:55:33,user_036,PutObject,s3://team-uploads,10.10.4.183,ap-south-1,Success,0
CLOUD-00370,2025-06-08T16:57:31,user_001,GetObject,s3://customer-exports,10.10.1.204,ap-south-1,Success,1
CLOUD-00316,2025-06-08T17:13:43,user_004,GetObject,s3://project-documents,10.10.4.99,ap-south-1,Success,0
CLOUD-00753,2025-06-08T17:21:33,user_042,DescribeInstances,ec2:dev-instance,10.10.2.78,ap-south-1,Success,0
CLOUD-00418,2025-06-08T17:46:54,user_002,ConsoleLogin,aws:console,185.220.102.109,ap-south-1,Success,1
CLOUD-00647,2025-06-08T17:56:38,user_031,ConsoleLogin,aws:console,185.220.136.104,ap-south-1,Success,1
CLOUD-00258,2025-06-08T18:31:33,user_029,PutObject,s3://team-uploads,10.10.1.13,ap-south-1,Success,0
CLOUD-00955,2025-06-08T22:13:45,user_042,ConsoleLogin,aws:console,10.10.2.78,ap-south-1,Success,1
CLOUD-00190,2025-06-09T00:04:31,user_033,ConsoleLogin,aws:console,10.10.1.102,ap-south-1,Success,1
CLOUD-00277,2025-06-09T01:06:22,user_003,GetObject,s3://customer-exports,185.220.83.201,ap-south-1,Success,1
CLOUD-01237,2025-06-09T01:18:29,user_036,GetObject,s3://customer-exports,185.220.88.127,ap-south-1,Success,1
CLOUD-00048,2025-06-09T08:00:37,user_034,ConsoleLogin,aws:console,185.220.31.6,ap-south-1,Success,1
CLOUD-00192,2025-06-09T08:07:57,user_012,PutObject,s3://team-uploads,10.10.4.150,ap-south-1,Success,0
CLOUD-01162,2025-06-09T08:36:22,user_002,PutObject,s3://team-uploads,10.10.2.212,ap-south-1,Success,0
CLOUD-00066,2025-06-09T08:59:34,user_017,ListBucket,s3://project-documents,10.10.1.150,ap-south-1,Success,0
CLOUD-00940,2025-06-09T09:15:22,user_046,DescribeInstances,ec2:dev-instance,10.10.2.95,ap-south-1,Success,0
CLOUD-00349,2025-06-09T09:30:38,user_031,ListBucket,s3://project-documents,10.10.3.170,ap-south-1,Success,0
CLOUD-01148,2025-06-09T09:51:51,user_005,ListBucket,s3://project-documents,10.10.1.207,ap-south-1,Success,0
CLOUD-00880,2025-06-09T09:56:24,user_050,ListBucket,s3://project-documents,10.10.2.82,ap-south-1,Success,0
CLOUD-00771,2025-06-09T10:00:28,user_043,PutObject,s3://team-uploads,10.10.3.126,ap-south-1,Success,0
CLOUD-00359,2025-06-09T10:15:59,user_008,GetObject,s3://project-documents,10.10.4.153,ap-south-1,Success,0
CLOUD-00247,2025-06-09T10:42:26,user_047,GetObject,s3://project-documents,10.10.3.172,ap-south-1,Success,0
CLOUD-00467,2025-06-09T10:45:11,user_027,GetObject,s3://project-documents,10.10.3.48,ap-south-1,Success,0
CLOUD-00920,2025-06-09T11:27:51,user_023,ListBucket,s3://project-documents,10.10.3.136,ap-south-1,Success,0
CLOUD-01176,2025-06-09T11:30:12,user_046,DescribeInstances,ec2:dev-instance,10.10.2.190,ap-south-1,Success,0
CLOUD-00267,2025-06-09T11:36:57,user_035,CreateAccessKey,iam:access-key,10.10.3.219,ap-south-1,Success,1
CLOUD-00524,2025-06-09T11:38:29,user_030,GetObject,s3://project-documents,10.10.2.50,ap-south-1,Success,0
CLOUD-01063,2025-06-09T11:40:07,user_044,PutObject,s3://team-uploads,10.10.4.40,ap-south-1,Success,0
CLOUD-00591,2025-06-09T12:40:35,user_049,GetObject,s3://project-documents,10.10.1.152,ap-south-1,Success,0
CLOUD-00549,2025-06-09T12:41:20,user_016,DescribeInstances,ec2:dev-instance,10.10.4.179,ap-south-1,Success,0
CLOUD-00886,2025-06-09T13:22:36,user_012,DescribeInstances,ec2:dev-instance,10.10.4.95,ap-south-1,Success,0
CLOUD-01122,2025-06-09T13:57:36,user_030,DescribeInstances,ec2:dev-instance,10.10.2.93,ap-south-1,Success,0
CLOUD-00302,2025-06-09T14:03:23,user_041,CreateAccessKey,iam:access-key,10.10.1.41,ap-south-1,Success,1
CLOUD-01154,2025-06-09T14:13:23,user_016,GetObject,s3://project-documents,10.10.4.63,ap-south-1,Success,0
CLOUD-01019,2025-06-09T14:37:39,user_040,GetObject,s3://customer-exports,10.10.4.197,ap-south-1,Success,1
CLOUD-01152,2025-06-09T14:49:31,user_046,PutObject,s3://team-uploads,10.10.2.164,ap-south-1,Success,0
CLOUD-00862,2025-06-09T14:59:18,user_018,GetObject,s3://project-documents,10.10.2.22,ap-south-1,Success,0
CLOUD-00832,2025-06-09T15:36:28,user_005,PutObject,s3://team-uploads,10.10.1.63,ap-south-1,Success,0
CLOUD-01160,2025-06-09T15:46:21,user_031,GetObject,s3://project-documents,10.10.3.34,ap-south-1,Success,0
CLOUD-00987,2025-06-09T15:49:00,user_033,DescribeInstances,ec2:dev-instance,10.10.1.189,ap-south-1,Success,0
CLOUD-00257,2025-06-09T15:53:46,user_003,GetObject,s3://project-documents,10.10.3.165,ap-south-1,Success,0
CLOUD-01215,2025-06-09T15:58:14,user_049,ListBucket,s3://project-documents,10.10.1.58,ap-south-1,Success,0
CLOUD-00127,2025-06-09T16:19:09,user_029,GetObject,s3://project-documents,10.10.1.29,ap-south-1,Success,0
CLOUD-00194,2025-06-09T16:26:40,user_014,GetObject,s3://project-documents,10.10.2.155,ap-south-1,Success,0
CLOUD-00540,2025-06-09T16:52:50,user_022,GetObject,s3://project-documents,10.10.2.79,ap-south-1,Success,0
CLOUD-00325,2025-06-09T16:59:14,user_009,DescribeInstances,ec2:dev-instance,10.10.1.143,ap-south-1,Success,0
CLOUD-00335,2025-06-09T17:01:06,user_032,ListBucket,s3://project-documents,10.10.4.47,ap-south-1,Success,0
CLOUD-00995,2025-06-09T17:08:28,user_003,ConsoleLogin,aws:console,185.220.33.11,ap-south-1,Success,1
CLOUD-00296,2025-06-09T17:19:26,user_037,PutObject,s3://team-uploads,10.10.1.162,ap-south-1,Success,0
CLOUD-00659,2025-06-09T17:23:45,user_048,DescribeInstances,ec2:dev-instance,10.10.4.215,ap-south-1,Success,0
CLOUD-00329,2025-06-09T17:29:30,user_032,CreateAccessKey,iam:access-key,10.10.4.181,ap-south-1,Success,1
CLOUD-00324,2025-06-09T17:37:36,user_037,GetObject,s3://project-documents,10.10.1.140,ap-south-1,Success,0
CLOUD-00358,2025-06-09T17:46:25,user_006,PutObject,s3://team-uploads,10.10.2.91,ap-south-1,Success,0
CLOUD-00903,2025-06-09T18:31:20,user_043,DescribeInstances,ec2:dev-instance,10.10.3.50,ap-south-1,Success,0
CLOUD-00867,2025-06-09T18:34:14,user_033,GetObject,s3://project-documents,10.10.1.206,ap-south-1,Success,0
CLOUD-00788,2025-06-09T22:32:15,user_001,GetObject,s3://customer-exports,185.220.141.221,ap-south-1,Success,1
CLOUD-00819,2025-06-10T00:37:42,user_005,ConsoleLogin,aws:console,10.10.1.131,ap-south-1,Success,1
CLOUD-00708,2025-06-10T00:40:51,user_026,ConsoleLogin,aws:console,10.10.2.54,ap-south-1,Success,1
CLOUD-01074,2025-06-10T03:09:48,user_003,GetObject,s3://customer-exports,185.220.242.100,ap-south-1,Success,1
CLOUD-00218,2025-06-10T04:16:53,user_006,ConsoleLogin,aws:console,10.10.2.98,ap-south-1,Success,1
CLOUD-00972,2025-06-10T08:07:45,user_037,PutObject,s3://team-uploads,10.10.1.191,ap-south-1,Success,0
CLOUD-00943,2025-06-10T08:41:22,user_015,GetObject,s3://project-documents,10.10.3.159,ap-south-1,Success,0
CLOUD-00722,2025-06-10T08:48:12,user_009,PutObject,s3://team-uploads,10.10.1.192,ap-south-1,Success,0
CLOUD-00856,2025-06-10T09:21:39,user_033,DescribeInstances,ec2:dev-instance,10.10.1.33,ap-south-1,Success,0
CLOUD-00299,2025-06-10T09:41:13,user_008,DescribeInstances,ec2:dev-instance,10.10.4.172,ap-south-1,Success,0
CLOUD-00232,2025-06-10T10:19:53,user_031,GetObject,s3://project-documents,10.10.3.49,ap-south-1,Success,0
CLOUD-00704,2025-06-10T10:26:33,user_040,ConsoleLogin,aws:console,185.220.170.245,ap-south-1,Success,1
CLOUD-00053,2025-06-10T10:31:53,user_043,GetObject,s3://project-documents,10.10.3.172,ap-south-1,Success,0
CLOUD-00465,2025-06-10T10:44:45,user_018,GetObject,s3://project-documents,10.10.2.181,ap-south-1,Success,0
CLOUD-00519,2025-06-10T10:47:06,user_025,DescribeInstances,ec2:dev-instance,10.10.1.193,ap-south-1,Success,0
CLOUD-00978,2025-06-10T11:48:39,user_043,ConsoleLogin,aws:console,185.220.191.106,ap-south-1,Success,1
CLOUD-00199,2025-06-10T12:21:05,user_003,GetObject,s3://project-documents,10.10.3.81,ap-south-1,Success,0
CLOUD-00734,2025-06-10T12:26:02,user_048,GetObject,s3://customer-exports,10.10.4.196,ap-south-1,Success,1
CLOUD-00568,2025-06-10T12:42:50,user_033,GetObject,s3://project-documents,10.10.1.144,ap-south-1,Success,0
CLOUD-00834,2025-06-10T13:11:02,user_048,ListBucket,s3://project-documents,10.10.4.98,ap-south-1,Success,0
CLOUD-01132,2025-06-10T13:14:05,user_009,ListBucket,s3://project-documents,10.10.1.22,ap-south-1,Success,0
CLOUD-00664,2025-06-10T13:17:16,user_036,PutObject,s3://team-uploads,10.10.4.217,ap-south-1,Success,0
CLOUD-00791,2025-06-10T13:18:45,user_030,PutObject,s3://team-uploads,10.10.2.48,ap-south-1,Success,0
CLOUD-00525,2025-06-10T13:19:20,user_024,PutObject,s3://team-uploads,10.10.4.174,ap-south-1,Success,0
CLOUD-00598,2025-06-10T13:39:39,user_030,DescribeInstances,ec2:dev-instance,10.10.2.40,ap-south-1,Success,0
CLOUD-01055,2025-06-10T14:28:06,user_030,GetObject,s3://project-documents,10.10.2.92,ap-south-1,Success,0
CLOUD-01017,2025-06-10T15:11:05,user_012,ListBucket,s3://project-documents,10.10.4.117,ap-south-1,Success,0
CLOUD-00294,2025-06-10T15:15:35,user_035,GetObject,s3://project-documents,10.10.3.105,ap-south-1,Success,0
CLOUD-01025,2025-06-10T15:16:11,user_030,ListBucket,s3://project-documents,10.10.2.67,ap-south-1,Success,0
CLOUD-00005,2025-06-10T15:21:03,user_033,ListBucket,s3://project-documents,10.10.1.61,ap-south-1,Success,0
CLOUD-00056,2025-06-10T15:43:32,user_010,GetObject,s3://finance-backups,10.10.2.123,ap-south-1,Success,1
CLOUD-00112,2025-06-10T16:47:18,user_002,PutObject,s3://team-uploads,10.10.2.101,ap-south-1,Success,0
CLOUD-00654,2025-06-10T16:47:50,user_029,DescribeInstances,ec2:dev-instance,10.10.1.46,ap-south-1,Success,0
CLOUD-00613,2025-06-10T16:50:51,user_005,GetObject,s3://customer-exports,10.10.1.192,ap-south-1,Success,1
CLOUD-00366,2025-06-10T16:53:06,user_008,GetObject,s3://project-documents,10.10.4.110,ap-south-1,Success,0
CLOUD-01248,2025-06-10T17:24:17,user_003,ConsoleLogin,aws:console,185.220.220.29,ap-south-1,Success,1
CLOUD-00629,2025-06-10T17:38:29,user_026,GetObject,s3://customer-exports,10.10.2.57,ap-south-1,Success,1
CLOUD-00156,2025-06-10T18:22:35,user_035,GetObject,s3://project-documents,10.10.3.217,ap-south-1,Success,0
CLOUD-01050,2025-06-10T18:43:47,user_049,GetObject,s3://customer-exports,10.10.1.48,ap-south-1,Success,1
CLOUD-00135,2025-06-10T23:05:13,user_028,GetObject,s3://customer-exports,185.220.106.177,ap-south-1,Success,1
CLOUD-00474,2025-06-11T03:32:13,user_031,GetObject,s3://customer-exports,185.220.57.239,ap-south-1,Success,1
CLOUD-01006,2025-06-11T04:13:12,user_030,GetObject,s3://customer-exports,185.220.224.170,ap-south-1,Success,1
CLOUD-00826,2025-06-11T08:28:40,user_028,GetObject,s3://project-documents,10.10.4.74,ap-south-1,Success,0
CLOUD-00952,2025-06-11T08:42:55,user_028,GetObject,s3://project-documents,10.10.4.175,ap-south-1,Success,0
CLOUD-00649,2025-06-11T08:51:07,user_011,GetObject,s3://project-documents,10.10.3.78,ap-south-1,Success,0
CLOUD-00688,2025-06-11T09:08:22,user_043,ListBucket,s3://project-documents,10.10.3.178,ap-south-1,Success,0
CLOUD-00479,2025-06-11T09:25:09,user_045,GetObject,s3://project-documents,10.10.1.10,ap-south-1,Success,0
CLOUD-00958,2025-06-11T09:28:12,user_004,ListBucket,s3://project-documents,10.10.4.61,ap-south-1,Success,0
CLOUD-00600,2025-06-11T09:43:45,user_016,DescribeInstances,ec2:dev-instance,10.10.4.147,ap-south-1,Success,0
CLOUD-00772,2025-06-11T09:50:45,user_034,DescribeInstances,ec2:dev-instance,10.10.2.121,ap-south-1,Success,0
CLOUD-00735,2025-06-11T10:18:06,user_017,CreateAccessKey,iam:access-key,10.10.1.180,ap-south-1,Success,1
CLOUD-00674,2025-06-11T10:24:14,user_033,PutObject,s3://team-uploads,10.10.1.73,ap-south-1,Success,0
CLOUD-01153,2025-06-11T10:26:34,user_044,DescribeInstances,ec2:dev-instance,10.10.4.186,ap-south-1,Success,0
CLOUD-01067,2025-06-11T10:32:19,user_032,GetObject,s3://project-documents,10.10.4.52,ap-south-1,Success,0
CLOUD-00106,2025-06-11T10:40:54,user_030,PutObject,s3://team-uploads,10.10.2.139,ap-south-1,Success,0
CLOUD-00620,2025-06-11T10:42:04,user_041,DescribeInstances,ec2:dev-instance,10.10.1.131,ap-south-1,Success,0
CLOUD-00871,2025-06-11T10:49:04,user_034,PutObject,s3://team-uploads,10.10.2.59,ap-south-1,Success,0
CLOUD-00544,2025-06-11T11:05:37,user_049,DescribeInstances,ec2:dev-instance,10.10.1.167,ap-south-1,Success,0
CLOUD-00015,2025-06-11T11:12:56,user_013,GetObject,s3://project-documents,10.10.1.79,ap-south-1,Success,0
CLOUD-00034,2025-06-11T11:18:55,user_045,GetObject,s3://customer-exports,10.10.1.38,ap-south-1,Success,1
CLOUD-00583,2025-06-11T11:28:44,user_014,DescribeInstances,ec2:dev-instance,10.10.2.159,ap-south-1,Success,0
CLOUD-01221,2025-06-11T11:33:59,user_036,DescribeInstances,ec2:dev-instance,10.10.4.87,ap-south-1,Success,0
CLOUD-00089,2025-06-11T11:36:54,user_025,GetObject,s3://finance-backups,10.10.1.178,ap-south-1,Success,1
CLOUD-00843,2025-06-11T11:44:57,user_033,DescribeInstances,ec2:dev-instance,10.10.1.201,ap-south-1,Success,0
CLOUD-01082,2025-06-11T11:45:19,user_019,DescribeInstances,ec2:dev-instance,10.10.3.117,ap-south-1,Success,0
CLOUD-01239,2025-06-11T11:47:02,user_002,ConsoleLogin,aws:console,185.220.197.235,ap-south-1,Success,1
CLOUD-00618,2025-06-11T11:57:33,user_043,DescribeInstances,ec2:dev-instance,10.10.3.34,ap-south-1,Success,0
CLOUD-00255,2025-06-11T12:01:29,user_045,DescribeInstances,ec2:dev-instance,10.10.1.22,ap-south-1,Success,0
CLOUD-01143,2025-06-11T12:21:56,user_034,ListBucket,s3://project-documents,10.10.2.15,ap-south-1,Success,0
CLOUD-01187,2025-06-11T13:20:48,user_038,PutObject,s3://team-uploads,10.10.2.92,ap-south-1,Success,0
CLOUD-00482,2025-06-11T13:31:49,user_045,DescribeInstances,ec2:dev-instance,10.10.1.171,ap-south-1,Success,0
CLOUD-00350,2025-06-11T14:00:10,user_001,GetObject,s3://project-documents,10.10.1.97,ap-south-1,Success,0
CLOUD-01217,2025-06-11T14:10:53,user_047,CreateAccessKey,iam:access-key,10.10.3.76,ap-south-1,Success,1
CLOUD-01219,2025-06-11T14:17:28,user_021,DescribeInstances,ec2:dev-instance,10.10.1.87,ap-south-1,Success,0
CLOUD-00712,2025-06-11T15:06:08,user_020,ListBucket,s3://project-documents,10.10.4.191,ap-south-1,Success,0
CLOUD-00483,2025-06-11T15:50:04,user_027,PutObject,s3://team-uploads,10.10.3.171,ap-south-1,Success,0
CLOUD-00650,2025-06-11T15:53:11,user_013,GetObject,s3://project-documents,10.10.1.60,ap-south-1,Success,0
CLOUD-01121,2025-06-11T16:20:35,user_009,GetObject,s3://project-documents,10.10.1.48,ap-south-1,Success,0
CLOUD-00663,2025-06-11T16:57:30,user_013,DescribeInstances,ec2:dev-instance,10.10.1.31,ap-south-1,Success,0
CLOUD-00706,2025-06-11T17:02:01,user_008,ListBucket,s3://project-documents,10.10.4.126,ap-south-1,Success,0
CLOUD-00993,2025-06-11T17:07:09,user_035,CreateAccessKey,iam:access-key,10.10.3.26,ap-south-1,Success,1
CLOUD-00355,2025-06-11T17:23:01,user_024,PutObject,s3://team-uploads,10.10.4.161,ap-south-1,Success,0
CLOUD-01228,2025-06-11T17:28:57,user_040,ConsoleLogin,aws:console,185.220.212.32,ap-south-1,Success,1
CLOUD-00982,2025-06-11T17:55:49,user_028,GetObject,s3://project-documents,10.10.4.206,ap-south-1,Success,0
CLOUD-01037,2025-06-11T18:06:54,user_025,ConsoleLogin,aws:console,185.220.6.179,ap-south-1,Success,1
CLOUD-00281,2025-06-11T18:11:19,user_044,GetObject,s3://project-documents,10.10.4.108,ap-south-1,Success,0
CLOUD-01099,2025-06-11T18:11:40,user_003,GetObject,s3://customer-exports,10.10.3.92,ap-south-1,Success,1
CLOUD-01098,2025-06-11T18:52:06,user_008,PutObject,s3://team-uploads,10.10.4.79,ap-south-1,Success,0
CLOUD-00413,2025-06-11T18:56:41,user_011,GetObject,s3://project-documents,10.10.3.86,ap-south-1,Success,0
CLOUD-00529,2025-06-11T18:57:47,user_023,GetObject,s3://project-documents,10.10.3.217,ap-south-1,Success,0
CLOUD-00835,2025-06-11T18:59:27,user_040,PutObject,s3://team-uploads,10.10.4.19,ap-south-1,Success,0
CLOUD-01238,2025-06-11T18:59:39,user_015,ListBucket,s3://project-documents,10.10.3.126,ap-south-1,Success,0
CLOUD-00769,2025-06-11T23:19:00,user_050,ConsoleLogin,aws:console,10.10.2.39,ap-south-1,Success,1
