event_id,timestamp,user_id,application,application_category,requests,data_uploaded_mb,device,location,approved,ground_truth
SAAS-00256,2025-06-06T08:37:40,user_034,Zoom,Communication,68,12.9,Managed Windows Laptop,Hyderabad,True,0
SAAS-01008,2025-06-06T08:45:33,user_047,Salesforce,CRM,43,13.05,Managed macOS Laptop,Pune,True,0
SAAS-00352,2025-06-06T08:56:16,user_033,Zoom,Communication,53,3.77,Managed macOS Laptop,Bengaluru,True,0
SAAS-01152,2025-06-06T08:58:53,user_010,Salesforce,CRM,55,3.71,Managed Windows Laptop,Hyderabad,True,0
SAAS-00890,2025-06-06T09:00:28,user_011,Dropbox,Storage,92,4.73,Managed macOS Laptop,Pune,False,1
SAAS-00505,2025-06-06T09:08:47,user_023,Salesforce,CRM,59,21.15,Managed macOS Laptop,Pune,True,0
SAAS-00119,2025-06-06T09:11:33,user_005,Google Workspace,Productivity,30,2.11,Managed macOS Laptop,Bengaluru,True,0
SAAS-00873,2025-06-06T09:43:38,user_009,Google Workspace,Productivity,39,5.07,Managed macOS Laptop,Bengaluru,True,0
SAAS-00557,2025-06-06T09:45:15,user_016,Salesforce,CRM,47,1.75,Managed Windows Laptop,Chennai,True,0
SAAS-00026,2025-06-06T09:46:56,user_001,GitHub,Development,36,3.16,Managed macOS Laptop,Bengaluru,True,0
SAAS-00821,2025-06-06T09:48:07,user_007,Microsoft 365,Productivity,54,1.72,Managed macOS Laptop,Pune,True,0
SAAS-00287,2025-06-06T09:48:49,user_025,WeTransfer,File Transfer,49,6.36,Managed macOS Laptop,Bengaluru,False,1
SAAS-00713,2025-06-06T10:14:03,user_042,DeepSeek,AI Assistant,64,32.91,Managed Windows Laptop,Hyderabad,False,1
SAAS-01001,2025-06-06T10:15:12,user_047,Slack,Collaboration,91,654.69,Managed macOS Laptop,Pune,True,1
SAAS-00648,2025-06-06T10:20:00,user_029,Google Workspace,Productivity,70,13.56,Managed macOS Laptop,Bengaluru,True,0
SAAS-00655,2025-06-06T10:36:31,user_041,ChatGPT,AI Assistant,28,20.2,Managed macOS Laptop,Bengaluru,False,1
SAAS-01070,2025-06-06T10:45:12,user_036,Zoom,Communication,58,484.35,Managed Windows Laptop,Chennai,True,1
SAAS-00278,2025-06-06T10:49:22,user_024,Notion,Productivity,72,7.0,Managed Windows Laptop,Chennai,False,1
SAAS-00018,2025-06-06T10:55:31,user_018,GitHub,Development,53,7.27,Managed Windows Laptop,Hyderabad,True,0
SAAS-00791,2025-06-06T11:12:13,user_050,Slack,Collaboration,70,1.29,Managed Windows Laptop,Hyderabad,True,0
SAAS-00328,2025-06-06T11:41:09,user_040,Salesforce,CRM,53,4.4,Managed Windows Laptop,Chennai,True,0
SAAS-00145,2025-06-06T11:45:12,user_045,GitHub,Development,41,4.57,Managed macOS Laptop,Bengaluru,True,0
SAAS-00490,2025-06-06T12:04:08,user_034,Google Workspace,Productivity,31,9.21,Managed Windows Laptop,Hyderabad,True,0
SAAS-00105,2025-06-06T12:26:49,user_006,GitHub,Development,43,17.3,Managed Windows Laptop,Hyderabad,True,0
SAAS-00558,2025-06-06T12:45:20,user_026,Salesforce,CRM,50,4.41,Managed Windows Laptop,Hyderabad,True,0
SAAS-00633,2025-06-06T12:55:38,user_020,Google Workspace,Productivity,64,2.06,Managed Windows Laptop,Chennai,True,0
SAAS-00775,2025-06-06T13:07:51,user_044,OneDrive,Storage,39,1.71,Managed Windows Laptop,Chennai,True,0
SAAS-01174,2025-06-06T13:32:21,user_016,OneDrive,Storage,34,2.25,Managed Windows Laptop,Chennai,True,0
SAAS-00182,2025-06-06T14:08:01,user_043,Salesforce,CRM,58,4.01,Managed macOS Laptop,Pune,True,0
SAAS-01128,2025-06-06T14:15:16,user_039,WeTransfer,File Transfer,47,25.45,Managed macOS Laptop,Pune,False,1
SAAS-00237,2025-06-06T14:34:08,user_041,GitHub,Development,72,3.54,Managed macOS Laptop,Bengaluru,True,0
SAAS-00333,2025-06-06T14:36:47,user_047,Google Workspace,Productivity,42,585.37,Managed macOS Laptop,Pune,True,1
SAAS-00659,2025-06-06T14:53:57,user_027,GitHub,Development,677,5.77,Managed macOS Laptop,Pune,True,1
SAAS-00222,2025-06-06T15:05:29,user_036,Slack,Collaboration,53,3.54,Managed Windows Laptop,Chennai,True,0
SAAS-00216,2025-06-06T15:15:18,user_004,Google Workspace,Productivity,51,3.85,Managed Windows Laptop,Chennai,True,0
SAAS-00249,2025-06-06T15:17:47,user_032,Jira,Project Management,39,559.73,Managed Windows Laptop,Chennai,True,1
SAAS-00555,2025-06-06T15:53:13,user_009,Jira,Project Management,50,519.55,Managed macOS Laptop,Bengaluru,True,1
SAAS-01020,2025-06-06T15:58:29,user_047,OneDrive,Storage,53,8.74,Managed macOS Laptop,Pune,True,0
SAAS-00408,2025-06-06T17:01:01,user_015,OneDrive,Storage,60,23.16,Managed macOS Laptop,Pune,True,0
SAAS-00305,2025-06-06T17:09:01,user_006,GitHub,Development,68,9.82,Managed Windows Laptop,Hyderabad,True,0
SAAS-00794,2025-06-06T17:32:01,user_049,Dropbox,Storage,57,5.11,Managed macOS Laptop,Bengaluru,False,1
SAAS-01085,2025-06-06T17:35:50,user_040,Slack,Collaboration,43,9.02,Managed Windows Laptop,Chennai,True,0
SAAS-00240,2025-06-06T18:58:15,user_016,Claude,AI Assistant,42,28.77,Managed Windows Laptop,Chennai,False,1
SAAS-00412,2025-06-07T04:18:44,user_015,Zoom,Communication,32,12.06,Managed macOS Laptop,Pune,True,1
SAAS-00820,2025-06-07T08:17:35,user_021,GitHub,Development,71,11.19,Managed macOS Laptop,Bengaluru,True,0
SAAS-00583,2025-06-07T08:28:40,user_024,Jira,Project Management,55,4.0,Managed Windows Laptop,Chennai,True,0
SAAS-00770,2025-06-07T08:45:22,user_003,OneDrive,Storage,53,7.64,Managed macOS Laptop,Pune,True,0
SAAS-00897,2025-06-07T09:27:28,user_020,Jira,Project Management,463,3.14,Managed Windows Laptop,Chennai,True,1
SAAS-00771,2025-06-07T09:44:29,user_017,Salesforce,CRM,24,5.12,Managed macOS Laptop,Bengaluru,True,0
SAAS-00160,2025-06-07T09:45:59,user_017,Microsoft 365,Productivity,48,11.7,Managed macOS Laptop,Bengaluru,True,0
SAAS-00282,2025-06-07T10:29:33,user_020,Salesforce,CRM,51,12.96,Managed Windows Laptop,Chennai,True,0
SAAS-01134,2025-06-07T10:32:37,user_033,Google Workspace,Productivity,74,6.45,Managed macOS Laptop,Bengaluru,True,0
SAAS-00432,2025-06-07T10:36:11,user_026,Google Workspace,Productivity,83,9.77,Managed Windows Laptop,Hyderabad,True,0
SAAS-00289,2025-06-07T11:10:33,user_041,Slack,Collaboration,98,3.05,Managed macOS Laptop,Bengaluru,True,0
SAAS-00122,2025-06-07T11:11:47,user_021,Trello,Project Management,51,5.56,Managed macOS Laptop,Bengaluru,False,1
SAAS-00146,2025-06-07T11:20:33,user_050,Salesforce,CRM,761,27.98,Managed Windows Laptop,Hyderabad,True,1
SAAS-00148,2025-06-07T11:26:49,user_035,OneDrive,Storage,46,7.87,Managed macOS Laptop,Pune,True,0
SAAS-00461,2025-06-07T11:31:41,user_049,Zoom,Communication,32,7.19,Managed macOS Laptop,Bengaluru,True,0
SAAS-00914,2025-06-07T11:38:30,user_001,Slack,Collaboration,72,4.81,Managed macOS Laptop,Bengaluru,True,0
SAAS-00317,2025-06-07T12:01:29,user_005,Slack,Collaboration,36,886.52,Managed macOS Laptop,Bengaluru,True,1
SAAS-00862,2025-06-07T12:26:04,user_010,Microsoft 365,Productivity,55,7.67,Managed Windows Laptop,Hyderabad,True,0
SAAS-00473,2025-06-07T12:48:08,user_014,Slack,Collaboration,68,5.31,Managed Windows Laptop,Hyderabad,True,0
SAAS-00233,2025-06-07T13:32:46,user_005,Dropbox,Storage,46,23.82,Managed macOS Laptop,Bengaluru,False,1
SAAS-00960,2025-06-07T13:51:10,user_047,Salesforce,CRM,89,5.72,Managed macOS Laptop,Pune,True,0
SAAS-00194,2025-06-07T14:09:42,user_046,Claude,AI Assistant,35,20.58,Managed Windows Laptop,Hyderabad,False,1
SAAS-00597,2025-06-07T14:12:07,user_003,OneDrive,Storage,61,3.5,Managed macOS Laptop,Pune,True,0
SAAS-00006,2025-06-07T14:25:05,user_048,Slack,Collaboration,24,3.78,Managed Windows Laptop,Chennai,True,0
SAAS-00175,2025-06-07T14:37:28,user_011,GitHub,Development,56,5.58,Managed macOS Laptop,Pune,True,0
SAAS-00096,2025-06-07T15:38:36,user_024,Google Workspace,Productivity,96,19.2,Managed Windows Laptop,Chennai,True,0
SAAS-01010,2025-06-07T16:04:23,user_043,Jira,Project Management,61,16.49,Managed macOS Laptop,Pune,True,0
SAAS-00301,2025-06-07T16:41:14,user_006,Slack,Collaboration,48,3.53,Managed Windows Laptop,Hyderabad,True,0
SAAS-01199,2025-06-07T16:48:24,user_016,Zoom,Communication,63,10.27,Managed Windows Laptop,Chennai,True,0
SAAS-00972,2025-06-07T18:06:39,user_014,OneDrive,Storage,44,8.3,Managed Windows Laptop,Hyderabad,True,0
SAAS-00315,2025-06-07T18:07:52,user_002,Zoom,Communication,48,5.4,Managed Windows Laptop,Hyderabad,True,0
SAAS-00116,2025-06-08T08:25:59,user_041,Gemini,AI Assistant,55,16.35,Managed macOS Laptop,Bengaluru,False,1
SAAS-01080,2025-06-08T08:33:23,user_029,GitHub,Development,111,9.39,Managed macOS Laptop,Bengaluru,True,0
SAAS-00967,2025-06-08T08:34:31,user_006,Microsoft 365,Productivity,45,17.86,Managed Windows Laptop,Hyderabad,True,0
SAAS-00431,2025-06-08T09:00:30,user_035,Slack,Collaboration,66,4.16,Managed macOS Laptop,Pune,True,0
SAAS-00870,2025-06-08T09:07:55,user_033,Salesforce,CRM,43,6.8,Managed macOS Laptop,Bengaluru,True,0
SAAS-01030,2025-06-08T09:19:44,user_045,Claude,AI Assistant,40,22.27,Managed macOS Laptop,Bengaluru,False,1
SAAS-01016,2025-06-08T09:24:43,user_040,Salesforce,CRM,41,4.81,Managed Windows Laptop,Chennai,True,0
SAAS-00043,2025-06-08T09:34:52,user_012,OneDrive,Storage,75,5.66,Managed Windows Laptop,Chennai,True,0
SAAS-00475,2025-06-08T09:37:40,user_018,Microsoft 365,Productivity,21,3.4,Managed Windows Laptop,Hyderabad,True,0
SAAS-00752,2025-06-08T09:42:29,user_009,Salesforce,CRM,32,8.44,Managed macOS Laptop,Bengaluru,True,0
SAAS-01072,2025-06-08T09:47:56,user_027,Gemini,AI Assistant,63,33.91,Managed macOS Laptop,Pune,False,1
SAAS-00025,2025-06-08T09:49:05,user_024,Gemini,AI Assistant,67,14.8,Managed Windows Laptop,Chennai,False,1
SAAS-00373,2025-06-08T10:21:43,user_005,Google Workspace,Productivity,61,3.63,Managed macOS Laptop,Bengaluru,True,0
SAAS-00971,2025-06-08T10:27:07,user_031,Google Workspace,Productivity,63,711.74,Managed macOS Laptop,Pune,True,1
SAAS-00632,2025-06-08T10:56:46,user_007,OneDrive,Storage,68,2.56,Managed macOS Laptop,Pune,True,0
SAAS-00123,2025-06-08T11:08:01,user_014,Microsoft 365,Productivity,64,9.38,Managed Windows Laptop,Hyderabad,True,0
SAAS-00535,2025-06-08T11:16:08,user_031,Trello,Project Management,44,9.62,Managed macOS Laptop,Pune,False,1
SAAS-01147,2025-06-08T11:17:40,user_015,Gemini,AI Assistant,29,11.19,Managed macOS Laptop,Pune,False,1
SAAS-00279,2025-06-08T11:49:52,user_015,GitHub,Development,80,9.29,Managed macOS Laptop,Pune,True,0
SAAS-01125,2025-06-08T12:01:48,user_012,OneDrive,Storage,38,3.3,Managed Windows Laptop,Chennai,True,0
SAAS-00912,2025-06-08T12:25:19,user_028,GitHub,Development,54,8.13,Managed Windows Laptop,Chennai,True,0
SAAS-00939,2025-06-08T12:54:09,user_040,OneDrive,Storage,69,6.87,Managed Windows Laptop,Chennai,True,0
SAAS-00300,2025-06-08T13:08:28,user_026,Microsoft 365,Productivity,35,8.47,Managed Windows Laptop,Hyderabad,True,0
SAAS-00478,2025-06-08T13:08:50,user_047,Zoom,Communication,51,9.24,Managed macOS Laptop,Pune,True,0
SAAS-00472,2025-06-08T13:25:30,user_026,Microsoft 365,Productivity,65,7.12,Managed Windows Laptop,Hyderabad,True,0
SAAS-00944,2025-06-08T13:41:02,user_016,Slack,Collaboration,49,13.95,Managed Windows Laptop,Chennai,True,0
SAAS-00067,2025-06-08T13:49:58,user_020,Salesforce,CRM,66,11.2,Managed Windows Laptop,Chennai,True,0
SAAS-00901,2025-06-08T14:00:01,user_031,Jira,Project Management,8,8.64,Managed macOS Laptop,Pune,True,0
SAAS-01114,2025-06-08T14:03:18,user_040,Google Workspace,Productivity,70,11.41,Managed Windows Laptop,Chennai,True,0
SAAS-00970,2025-06-08T14:04:15,user_011,Salesforce,CRM,31,5.4,Managed macOS Laptop,Pune,True,0
SAAS-00948,2025-06-08T14:28:19,user_023,Jira,Project Management,44,2.14,Managed macOS Laptop,Pune,True,0
SAAS-00888,2025-06-08T14:31:52,user_004,Slack,Collaboration,50,3.74,Managed Windows Laptop,Chennai,True,0
SAAS-00265,2025-06-08T14:41:59,user_028,Slack,Collaboration,59,14.45,Managed Windows Laptop,Chennai,True,0
SAAS-00071,2025-06-08T15:09:26,user_040,Microsoft 365,Productivity,16,8.97,Managed Windows Laptop,Chennai,True,0
SAAS-00868,2025-06-08T15:12:21,user_036,GitHub,Development,54,4.4,Managed Windows Laptop,Chennai,True,0
SAAS-00785,2025-06-08T15:34:09,user_024,Salesforce,CRM,58,3.9,Managed Windows Laptop,Chennai,True,0
SAAS-00596,2025-06-08T15:38:57,user_017,Salesforce,CRM,80,13.61,Managed macOS Laptop,Bengaluru,True,0
SAAS-00027,2025-06-08T16:08:16,user_044,GitHub,Development,61,9.33,Managed Windows Laptop,Chennai,True,0
SAAS-00815,2025-06-08T16:13:49,user_019,Google Workspace,Productivity,63,7.75,Managed macOS Laptop,Pune,True,0
SAAS-00364,2025-06-08T16:29:49,user_019,GitHub,Development,59,16.27,Managed macOS Laptop,Pune,True,0
SAAS-00545,2025-06-08T16:49:16,user_047,Notion,Productivity,79,16.22,Managed macOS Laptop,Pune,False,1
SAAS-01117,2025-06-08T17:02:03,user_035,Salesforce,CRM,44,10.4,Managed macOS Laptop,Pune,True,0
SAAS-00706,2025-06-08T17:14:16,user_037,Trello,Project Management,42,3.95,Managed macOS Laptop,Bengaluru,False,1
SAAS-00112,2025-06-08T17:36:37,user_044,Jira,Project Management,22,3.88,Managed Windows Laptop,Chennai,True,0
SAAS-00702,2025-06-08T18:20:17,user_015,OneDrive,Storage,36,8.06,Managed macOS Laptop,Pune,True,0
SAAS-00880,2025-06-08T18:29:26,user_024,Dropbox,Storage,44,2.79,Managed Windows Laptop,Chennai,False,1
SAAS-01196,2025-06-08T18:30:11,user_049,Google Workspace,Productivity,45,17.17,Managed macOS Laptop,Bengaluru,True,0
SAAS-00434,2025-06-08T18:30:37,user_043,Slack,Collaboration,48,13.25,Managed macOS Laptop,Pune,True,0
SAAS-00158,2025-06-09T04:38:24,user_022,Salesforce,CRM,62,11.1,Managed Windows Laptop,Hyderabad,True,1
SAAS-00925,2025-06-09T08:45:00,user_007,Slack,Collaboration,65,1.39,Managed macOS Laptop,Pune,True,0
SAAS-00200,2025-06-09T08:55:29,user_045,GitHub,Development,82,8.96,Managed macOS Laptop,Bengaluru,True,0
SAAS-00954,2025-06-09T08:58:42,user_014,ChatGPT,AI Assistant,82,24.32,Managed Windows Laptop,Hyderabad,False,1
SAAS-00374,2025-06-09T09:06:52,user_017,GitHub,Development,67,14.18,Managed macOS Laptop,Bengaluru,True,0
SAAS-00761,2025-06-09T09:07:35,user_006,Microsoft 365,Productivity,31,3.99,Managed Windows Laptop,Hyderabad,True,0
SAAS-00088,2025-06-09T09:51:12,user_005,Microsoft 365,Productivity,88,11.27,Managed macOS Laptop,Bengaluru,True,0
SAAS-00871,2025-06-09T10:08:22,user_049,OneDrive,Storage,52,6.24,Managed macOS Laptop,Bengaluru,True,0
SAAS-00207,2025-06-09T10:09:55,user_016,Salesforce,CRM,103,9.84,Managed Windows Laptop,Chennai,True,0
SAAS-01038,2025-06-09T10:25:06,user_019,Jira,Project Management,28,10.27,Managed macOS Laptop,Pune,True,0
SAAS-00751,2025-06-09T10:25:43,user_003,Jira,Project Management,46,661.46,Managed macOS Laptop,Pune,True,1
SAAS-00136,2025-06-09T10:32:31,user_037,OneDrive,Storage,46,29.41,Managed macOS Laptop,Bengaluru,True,0
SAAS-00093,2025-06-09T10:39:10,user_019,Salesforce,CRM,69,13.72,Managed macOS Laptop,Pune,True,0
SAAS-01102,2025-06-09T10:44:50,user_016,Google Workspace,Productivity,77,14.68,Managed Windows Laptop,Chennai,True,0
SAAS-01190,2025-06-09T11:05:17,user_035,Jira,Project Management,62,2.93,Managed macOS Laptop,Pune,True,0
SAAS-00155,2025-06-09T11:15:40,user_038,Jira,Project Management,46,11.72,Managed Windows Laptop,Hyderabad,True,0
SAAS-00959,2025-06-09T11:20:10,user_013,OneDrive,Storage,68,5.6,Managed macOS Laptop,Bengaluru,True,0
SAAS-00715,2025-06-09T11:22:41,user_016,Slack,Collaboration,65,4.4,Managed Windows Laptop,Chennai,True,0
SAAS-01086,2025-06-09T11:27:33,user_027,Microsoft 365,Productivity,44,10.23,Managed macOS Laptop,Pune,True,0
SAAS-01099,2025-06-09T11:55:52,user_017,Jira,Project Management,53,11.49,Managed macOS Laptop,Bengaluru,True,0
SAAS-00707,2025-06-09T12:04:41,user_030,GitHub,Development,79,9.82,Managed Windows Laptop,Hyderabad,True,0
SAAS-00945,2025-06-09T12:07:21,user_019,Salesforce,CRM,36,7.46,Managed macOS Laptop,Pune,True,0
SAAS-00020,2025-06-09T12:43:43,user_047,Gemini,AI Assistant,47,33.5,Managed macOS Laptop,Pune,False,1
SAAS-00565,2025-06-09T13:02:16,user_029,Slack,Collaboration,55,6.18,Managed macOS Laptop,Bengaluru,True,0
SAAS-00718,2025-06-09T13:20:01,user_036,Jira,Project Management,38,9.48,Managed Windows Laptop,Chennai,True,0
SAAS-01064,2025-06-09T13:41:10,user_034,Slack,Collaboration,68,3.29,Managed Windows Laptop,Hyderabad,True,0
SAAS-00312,2025-06-09T13:45:16,user_019,Zoom,Communication,45,15.24,Managed macOS Laptop,Pune,True,0
SAAS-00934,2025-06-09T13:50:22,user_016,Jira,Project Management,51,5.84,Managed Windows Laptop,Chennai,True,0
SAAS-01185,2025-06-09T14:10:20,user_022,GitHub,Development,33,21.78,Managed Windows Laptop,Hyderabad,True,0
SAAS-00740,2025-06-09T14:19:20,user_044,GitHub,Development,56,252.86,Managed Windows Laptop,Chennai,True,1
SAAS-01179,2025-06-09T14:44:08,user_011,Salesforce,CRM,62,11.5,Managed macOS Laptop,Pune,True,0
SAAS-01076,2025-06-09T15:49:12,user_021,Slack,Collaboration,33,9.24,Managed macOS Laptop,Bengaluru,True,0
SAAS-00029,2025-06-09T15:58:31,user_048,Microsoft 365,Productivity,45,10.44,Managed Windows Laptop,Chennai,True,0
SAAS-00508,2025-06-09T16:06:18,user_017,Slack,Collaboration,60,3.12,Managed macOS Laptop,Bengaluru,True,0
SAAS-00726,2025-06-09T16:08:47,user_015,Microsoft 365,Productivity,58,8.15,Managed macOS Laptop,Pune,True,0
SAAS-00587,2025-06-09T17:55:04,user_043,Google Workspace,Productivity,625,4.34,Managed macOS Laptop,Pune,True,1
SAAS-00755,2025-06-09T18:12:42,user_045,Slack,Collaboration,70,481.34,Managed macOS Laptop,Bengaluru,True,1
SAAS-01149,2025-06-09T18:15:52,user_012,Salesforce,CRM,35,18.3,Managed Windows Laptop,Chennai,True,0
SAAS-00264,2025-06-09T18:17:33,user_027,Salesforce,CRM,94,6.82,Managed macOS Laptop,Pune,True,0
SAAS-00260,2025-06-09T18:26:09,user_039,Jira,Project Management,60,11.14,Managed macOS Laptop,Pune,True,0
SAAS-00522,2025-06-09T23:15:17,user_036,Microsoft 365,Productivity,80,2.6,Managed Windows Laptop,Chennai,True,1
SAAS-00402,2025-06-10T01:21:31,user_036,Microsoft 365,Productivity,28,6.27,Managed Windows Laptop,Chennai,True,1
SAAS-01093,2025-06-10T03:46:41,user_013,OneDrive,Storage,42,17.32,Managed macOS Laptop,Bengaluru,True,1
SAAS-00804,2025-06-10T04:36:47,user_050,Zoom,Communication,100,5.53,Managed Windows Laptop,Hyderabad,True,1
SAAS-00529,2025-06-10T08:26:15,user_004,Google Workspace,Productivity,42,4.13,Managed Windows Laptop,Chennai,True,0
SAAS-00836,2025-06-10T08:41:39,user_045,OneDrive,Storage,63,7.96,Managed macOS Laptop,Bengaluru,True,0
SAAS-00336,2025-06-10T08:45:45,user_027,Microsoft 365,Productivity,49,6.77,Managed macOS Laptop,Pune,True,0
SAAS-00177,2025-06-10T08:50:43,user_004,Salesforce,CRM,36,13.61,Managed Windows Laptop,Chennai,True,0
SAAS-00045,2025-06-10T09:01:08,user_038,GitHub,Development,17,3.57,Managed Windows Laptop,Hyderabad,True,0
SAAS-00942,2025-06-10T09:01:20,user_024,Zoom,Communication,69,2.96,Managed Windows Laptop,Chennai,True,0
SAAS-00227,2025-06-10T09:17:16,user_050,GitHub,Development,51,9.98,Managed Windows Laptop,Hyderabad,True,0
SAAS-00835,2025-06-10T10:34:16,user_001,OneDrive,Storage,53,1.48,Managed macOS Laptop,Bengaluru,True,0
SAAS-00943,2025-06-10T10:49:54,user_012,Microsoft 365,Productivity,32,11.42,Managed Windows Laptop,Chennai,True,0
SAAS-00483,2025-06-10T10:55:03,user_011,Google Workspace,Productivity,388,9.12,Managed macOS Laptop,Pune,True,1
SAAS-00687,2025-06-10T11:04:07,user_031,Microsoft 365,Productivity,96,3.39,Managed macOS Laptop,Pune,True,0
SAAS-01160,2025-06-10T11:06:55,user_048,Notion,Productivity,58,8.21,Managed Windows Laptop,Chennai,False,1
SAAS-00781,2025-06-10T11:24:30,user_011,Slack,Collaboration,37,1.43,Managed macOS Laptop,Pune,True,0
SAAS-00393,2025-06-10T11:35:51,user_025,Claude,AI Assistant,74,24.42,Managed macOS Laptop,Bengaluru,False,1
SAAS-00998,2025-06-10T11:52:00,user_005,Slack,Collaboration,81,16.98,Managed macOS Laptop,Bengaluru,True,0
SAAS-00274,2025-06-10T11:53:55,user_008,Microsoft 365,Productivity,17,9.8,Managed Windows Laptop,Chennai,True,0
SAAS-00697,2025-06-10T11:58:59,user_039,OneDrive,Storage,54,1.95,Managed macOS Laptop,Pune,True,0
SAAS-00668,2025-06-10T12:21:07,user_047,GitHub,Development,46,4.56,Managed macOS Laptop,Pune,True,0
SAAS-00843,2025-06-10T12:37:35,user_025,Jira,Project Management,84,9.57,Managed macOS Laptop,Bengaluru,True,0
SAAS-00106,2025-06-10T12:43:14,user_012,Zoom,Communication,470,24.57,Managed Windows Laptop,Chennai,True,1
SAAS-00102,2025-06-10T13:11:52,user_020,Slack,Collaboration,60,12.57,Managed Windows Laptop,Chennai,True,0
SAAS-00242,2025-06-10T13:55:32,user_041,GitHub,Development,37,5.7,Managed macOS Laptop,Bengaluru,True,0
SAAS-00017,2025-06-10T14:03:55,user_038,Jira,Project Management,46,751.42,Managed Windows Laptop,Hyderabad,True,1
SAAS-00208,2025-06-10T14:10:48,user_014,Microsoft 365,Productivity,48,8.18,Managed Windows Laptop,Hyderabad,True,0
SAAS-00392,2025-06-10T14:33:56,user_006,Slack,Collaboration,68,4.82,Managed Windows Laptop,Hyderabad,True,0
SAAS-00807,2025-06-10T14:40:40,user_042,Salesforce,CRM,65,7.27,Managed Windows Laptop,Hyderabad,True,0
SAAS-00435,2025-06-10T14:46:53,user_021,Jira,Project Management,62,6.1,Managed macOS Laptop,Bengaluru,True,0
SAAS-00830,2025-06-10T15:18:43,user_006,Slack,Collaboration,58,5.07,Managed Windows Laptop,Hyderabad,True,0
SAAS-00210,2025-06-10T15:29:26,user_007,Gemini,AI Assistant,45,32.67,Managed macOS Laptop,Pune,False,1
SAAS-01170,2025-06-10T16:14:58,user_021,Microsoft 365,Productivity,67,11.92,Managed macOS Laptop,Bengaluru,True,0
SAAS-00772,2025-06-10T16:20:55,user_013,OneDrive,Storage,715,11.79,Managed macOS Laptop,Bengaluru,True,1
SAAS-00263,2025-06-10T17:14:08,user_001,Salesforce,CRM,54,12.87,Managed macOS Laptop,Bengaluru,True,0
SAAS-00773,2025-06-10T17:44:48,user_031,Jira,Project Management,54,340.88,Managed macOS Laptop,Pune,True,1
SAAS-00137,2025-06-10T18:26:42,user_021,Microsoft 365,Productivity,57,0.6,Managed macOS Laptop,Bengaluru,True,0
SAAS-00015,2025-06-10T18:36:04,user_006,Microsoft 365,Productivity,60,5.69,Managed Windows Laptop,Hyderabad,True,0
SAAS-00246,2025-06-10T18:41:11,user_032,Zoom,Communication,778,11.75,Managed Windows Laptop,Chennai,True,1
SAAS-01027,2025-06-11T01:47:25,user_008,Zoom,Communication,45,3.84,Managed Windows Laptop,Chennai,True,1
SAAS-01173,2025-06-11T02:01:10,user_011,Zoom,Communication,40,6.88,Managed macOS Laptop,Pune,True,1
SAAS-00805,2025-06-11T08:44:32,user_015,Zoom,Communication,19,13.76,Managed macOS Laptop,Pune,True,0
SAAS-00209,2025-06-11T09:23:56,user_004,Jira,Project Management,59,11.26,Managed Windows Laptop,Chennai,True,0
SAAS-00849,2025-06-11T09:49:11,user_009,Google Workspace,Productivity,44,21.61,Managed macOS Laptop,Bengaluru,True,0
SAAS-00615,2025-06-11T10:28:48,user_044,Microsoft 365,Productivity,46,4.62,Managed Windows Laptop,Chennai,True,0
SAAS-00191,2025-06-11T10:30:21,user_026,Jira,Project Management,66,23.6,Managed Windows Laptop,Hyderabad,True,0
SAAS-00844,2025-06-11T10:32:26,user_018,Jira,Project Management,35,2.3,Managed Windows Laptop,Hyderabad,True,0
SAAS-00400,2025-06-11T10:52:30,user_021,Salesforce,CRM,21,5.5,Managed macOS Laptop,Bengaluru,True,0
SAAS-00664,2025-06-11T11:14:30,user_003,Slack,Collaboration,70,15.5,Managed macOS Laptop,Pune,True,0
SAAS-00429,2025-06-11T11:26:48,user_038,GitHub,Development,36,10.62,Managed Windows Laptop,Hyderabad,True,0
SAAS-01078,2025-06-11T11:39:00,user_022,Gemini,AI Assistant,63,13.21,Managed Windows Laptop,Hyderabad,False,1
SAAS-00409,2025-06-11T11:43:45,user_018,Microsoft 365,Productivity,45,1.8,Managed Windows Laptop,Hyderabad,True,0
SAAS-00679,2025-06-11T11:44:14,user_007,Salesforce,CRM,36,3.07,Managed macOS Laptop,Pune,True,0
SAAS-00806,2025-06-11T11:50:09,user_034,GitHub,Development,411,7.41,Managed Windows Laptop,Hyderabad,True,1
SAAS-00394,2025-06-11T12:00:53,user_020,Google Workspace,Productivity,469,11.4,Managed Windows Laptop,Chennai,True,1
SAAS-00842,2025-06-11T12:04:17,user_043,Jira,Project Management,45,3.65,Managed macOS Laptop,Pune,True,0
SAAS-00034,2025-06-11T12:17:13,user_024,Salesforce,CRM,46,15.52,Managed Windows Laptop,Chennai,True,0
SAAS-01046,2025-06-11T12:59:31,user_029,Claude,AI Assistant,8,22.51,Managed macOS Laptop,Bengaluru,False,1
SAAS-00782,2025-06-11T13:09:28,user_035,Zoom,Communication,87,5.7,Managed macOS Laptop,Pune,True,0
SAAS-00252,2025-06-11T13:15:22,user_002,ChatGPT,AI Assistant,47,33.32,Managed Windows Laptop,Hyderabad,False,1
SAAS-00980,2025-06-11T13:42:34,user_049,Slack,Collaboration,39,6.25,Managed macOS Laptop,Bengaluru,True,0
SAAS-00295,2025-06-11T13:46:10,user_005,ChatGPT,AI Assistant,57,11.76,Managed macOS Laptop,Bengaluru,False,1
