incident_id,user_id,events,risk_score,risk_level,reason
INC-0060,user_008,"[{""event_id"": ""CLOUD-01061"", ""timestamp"": ""2025-06-27T22:26:54"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.4.110"", ""resource"": ""aws:console""}, {""event_id"": ""CLOUD-01129"", ""timestamp"": ""2025-06-28T01:59:30"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.4.78"", ""resource"": ""aws:console""}]",10,Low,2 related alerts from 2025-06-27 22:26 to 2025-06-28 01:59; indicators: Unusual Access Time (+10). Resource context: aws:console.
INC-0061,user_009,"[{""event_id"": ""CLOUD-00114"", ""timestamp"": ""2025-06-01T16:00:35"", ""alert_type"": ""Create Access Key"", ""severity"": ""High"", ""source_ip"": ""10.10.1.93"", ""resource"": ""iam:access-key""}]",25,Low,1 related alerts from 2025-06-01 16:00 to 2025-06-01 16:00; indicators: Create Access Key (+25). Resource context: iam:access-key.
INC-0062,user_009,"[{""event_id"": ""SAAS-01011"", ""timestamp"": ""2025-06-02T08:43:09"", ""alert_type"": ""Shadow IT"", ""severity"": ""Medium"", ""source_ip"": null, ""resource"": null}, {""event_id"": ""SAAS-00280"", ""timestamp"": ""2025-06-02T18:10:25"", ""alert_type"": ""Large Data Upload"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",50,Medium,"2 related alerts from 2025-06-02 08:43 to 2025-06-02 18:10; indicators: Shadow IT (+30), Large Data Upload (+20)."
INC-0063,user_009,"[{""event_id"": ""SAAS-00671"", ""timestamp"": ""2025-06-05T12:36:45"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}, {""event_id"": ""CLOUD-00956"", ""timestamp"": ""2025-06-05T23:44:26"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.102.52"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00956"", ""timestamp"": ""2025-06-05T23:44:26"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.102.52"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00956"", ""timestamp"": ""2025-06-05T23:44:26"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.102.52"", ""resource"": ""s3://customer-exports""}]",75,High,"4 related alerts from 2025-06-05 12:36 to 2025-06-05 23:44; indicators: Shadow AI (+30), Unusual Access Time (+10), Unknown IP (+20), Unusual Resource Access (+15). External IP context: 185.220.102.52. Resource context: s3://customer-exports."
INC-0064,user_009,"[{""event_id"": ""SAAS-00555"", ""timestamp"": ""2025-06-06T15:53:13"", ""alert_type"": ""Large Data Upload"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",20,Low,1 related alerts from 2025-06-06 15:53 to 2025-06-06 15:53; indicators: Large Data Upload (+20).
INC-0065,user_009,"[{""event_id"": ""CLOUD-00285"", ""timestamp"": ""2025-06-08T08:23:47"", ""alert_type"": ""Create Access Key"", ""severity"": ""High"", ""source_ip"": ""10.10.1.187"", ""resource"": ""iam:access-key""}]",25,Low,1 related alerts from 2025-06-08 08:23 to 2025-06-08 08:23; indicators: Create Access Key (+25). Resource context: iam:access-key.
INC-0066,user_009,"[{""event_id"": ""CLOUD-00167"", ""timestamp"": ""2025-06-17T02:45:52"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.166.136"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00167"", ""timestamp"": ""2025-06-17T02:45:52"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.166.136"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00167"", ""timestamp"": ""2025-06-17T02:45:52"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.166.136"", ""resource"": ""s3://customer-exports""}]",45,Medium,"3 related alerts from 2025-06-17 02:45 to 2025-06-17 02:45; indicators: Unknown IP (+20), Unusual Access Time (+10), Unusual Resource Access (+15). External IP context: 185.220.166.136. Resource context: s3://customer-exports."
INC-0067,user_009,"[{""event_id"": ""CLOUD-00567"", ""timestamp"": ""2025-06-23T15:48:54"", ""alert_type"": ""Create Access Key"", ""severity"": ""High"", ""source_ip"": ""10.10.1.186"", ""resource"": ""iam:access-key""}]",25,Low,1 related alerts from 2025-06-23 15:48 to 2025-06-23 15:48; indicators: Create Access Key (+25). Resource context: iam:access-key.
INC-0068,user_010,"[{""event_id"": ""CLOUD-00634"", ""timestamp"": ""2025-06-02T04:58:44"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.216.45"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00634"", ""timestamp"": ""2025-06-02T04:58:44"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.216.45"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00634"", ""timestamp"": ""2025-06-02T04:58:44"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.216.45"", ""resource"": ""s3://customer-exports""}]",45,Medium,"3 related alerts from 2025-06-02 04:58 to 2025-06-02 04:58; indicators: Unusual Access Time (+10), Unknown IP (+20), Unusual Resource Access (+15). External IP context: 185.220.216.45. Resource context: s3://customer-exports."
INC-0069,user_010,"[{""event_id"": ""SAAS-00765"", ""timestamp"": ""2025-06-03T16:45:19"", ""alert_type"": ""Shadow IT"", ""severity"": ""Medium"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-03 16:45 to 2025-06-03 16:45; indicators: Shadow IT (+30).
INC-0070,user_010,"[{""event_id"": ""SAAS-00790"", ""timestamp"": ""2025-06-05T08:09:06"", ""alert_type"": ""Shadow IT"", ""severity"": ""Medium"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-05 08:09 to 2025-06-05 08:09; indicators: Shadow IT (+30).
INC-0071,user_010,"[{""event_id"": ""CLOUD-01048"", ""timestamp"": ""2025-06-07T04:01:19"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.115.161"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-01048"", ""timestamp"": ""2025-06-07T04:01:19"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.115.161"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-01048"", ""timestamp"": ""2025-06-07T04:01:19"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.115.161"", ""resource"": ""s3://customer-exports""}]",45,Medium,"3 related alerts from 2025-06-07 04:01 to 2025-06-07 04:01; indicators: Unusual Resource Access (+15), Unknown IP (+20), Unusual Access Time (+10). External IP context: 185.220.115.161. Resource context: s3://customer-exports."
INC-0072,user_010,"[{""event_id"": ""CLOUD-00056"", ""timestamp"": ""2025-06-10T15:43:32"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.2.123"", ""resource"": ""s3://finance-backups""}]",15,Low,1 related alerts from 2025-06-10 15:43 to 2025-06-10 15:43; indicators: Unusual Resource Access (+15). Resource context: s3://finance-backups.
INC-0073,user_010,"[{""event_id"": ""CLOUD-00931"", ""timestamp"": ""2025-06-21T18:26:05"", ""alert_type"": ""Create Access Key"", ""severity"": ""High"", ""source_ip"": ""10.10.2.196"", ""resource"": ""iam:access-key""}]",25,Low,1 related alerts from 2025-06-21 18:26 to 2025-06-21 18:26; indicators: Create Access Key (+25). Resource context: iam:access-key.
INC-0074,user_011,"[{""event_id"": ""SAAS-00890"", ""timestamp"": ""2025-06-06T09:00:28"", ""alert_type"": ""Shadow IT"", ""severity"": ""Medium"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-06 09:00 to 2025-06-06 09:00; indicators: Shadow IT (+30).
INC-0075,user_011,"[{""event_id"": ""CLOUD-00566"", ""timestamp"": ""2025-06-07T03:29:21"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.3.65"", ""resource"": ""aws:console""}]",10,Low,1 related alerts from 2025-06-07 03:29 to 2025-06-07 03:29; indicators: Unusual Access Time (+10). Resource context: aws:console.
INC-0076,user_011,"[{""event_id"": ""SAAS-00281"", ""timestamp"": ""2025-06-12T14:32:06"", ""alert_type"": ""Shadow IT"", ""severity"": ""Medium"", ""source_ip"": null, ""resource"": null}, {""event_id"": ""CLOUD-00823"", ""timestamp"": ""2025-06-12T17:33:30"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.176.61"", ""resource"": ""aws:console""}, {""event_id"": ""CLOUD-00454"", ""timestamp"": ""2025-06-13T00:21:05"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.3.175"", ""resource"": ""aws:console""}]",60,Medium,"3 related alerts from 2025-06-12 14:32 to 2025-06-13 00:21; indicators: Shadow IT (+30), Unknown IP (+20), Unusual Access Time (+10). External IP context: 185.220.176.61. Resource context: aws:console."
INC-0077,user_011,"[{""event_id"": ""CLOUD-00141"", ""timestamp"": ""2025-06-15T14:35:43"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.3.18"", ""resource"": ""s3://finance-backups""}]",15,Low,1 related alerts from 2025-06-15 14:35 to 2025-06-15 14:35; indicators: Unusual Resource Access (+15). Resource context: s3://finance-backups.
INC-0078,user_011,"[{""event_id"": ""CLOUD-00882"", ""timestamp"": ""2025-06-17T17:50:48"", ""alert_type"": ""Create Access Key"", ""severity"": ""High"", ""source_ip"": ""10.10.3.26"", ""resource"": ""iam:access-key""}]",25,Low,1 related alerts from 2025-06-17 17:50 to 2025-06-17 17:50; indicators: Create Access Key (+25). Resource context: iam:access-key.
INC-0079,user_011,"[{""event_id"": ""SAAS-00734"", ""timestamp"": ""2025-06-18T09:28:11"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-18 09:28 to 2025-06-18 09:28; indicators: Shadow AI (+30).
INC-0080,user_011,"[{""event_id"": ""SAAS-01107"", ""timestamp"": ""2025-06-19T08:32:27"", ""alert_type"": ""Large Data Upload"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",20,Low,1 related alerts from 2025-06-19 08:32 to 2025-06-19 08:32; indicators: Large Data Upload (+20).
INC-0081,user_011,"[{""event_id"": ""CLOUD-00796"", ""timestamp"": ""2025-06-21T23:56:56"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.25.199"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00796"", ""timestamp"": ""2025-06-21T23:56:56"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.25.199"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00796"", ""timestamp"": ""2025-06-21T23:56:56"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.25.199"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00398"", ""timestamp"": ""2025-06-22T03:01:56"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.3.75"", ""resource"": ""aws:console""}, {""event_id"": ""CLOUD-00084"", ""timestamp"": ""2025-06-22T04:55:41"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.33.108"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00084"", ""timestamp"": ""2025-06-22T04:55:41"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.33.108"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00084"", ""timestamp"": ""2025-06-22T04:55:41"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.33.108"", ""resource"": ""s3://customer-exports""}]",45,Medium,"7 related alerts from 2025-06-21 23:56 to 2025-06-22 04:55; indicators: Unusual Access Time (+10), Unknown IP (+20), Unusual Resource Access (+15). External IP context: 185.220.25.199, 185.220.33.108. Resource context: s3://customer-exports, aws:console."
INC-0082,user_011,"[{""event_id"": ""CLOUD-00391"", ""timestamp"": ""2025-06-22T18:32:27"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.38.161"", ""resource"": ""aws:console""}, {""event_id"": ""CLOUD-00694"", ""timestamp"": ""2025-06-23T00:39:39"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.3.77"", ""resource"": ""aws:console""}]",30,Low,"2 related alerts from 2025-06-22 18:32 to 2025-06-23 00:39; indicators: Unknown IP (+20), Unusual Access Time (+10). External IP context: 185.220.38.161. Resource context: aws:console."
INC-0083,user_011,"[{""event_id"": ""CLOUD-01038"", ""timestamp"": ""2025-06-25T09:17:05"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.3.39"", ""resource"": ""s3://finance-backups""}]",15,Low,1 related alerts from 2025-06-25 09:17 to 2025-06-25 09:17; indicators: Unusual Resource Access (+15). Resource context: s3://finance-backups.
INC-0084,user_011,"[{""event_id"": ""CLOUD-00001"", ""timestamp"": ""2025-06-25T23:00:47"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.3.128"", ""resource"": ""aws:console""}]",10,Low,1 related alerts from 2025-06-25 23:00 to 2025-06-25 23:00; indicators: Unusual Access Time (+10). Resource context: aws:console.
INC-0085,user_011,"[{""event_id"": ""CLOUD-00209"", ""timestamp"": ""2025-06-27T15:07:37"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.3.74"", ""resource"": ""s3://finance-backups""}]",15,Low,1 related alerts from 2025-06-27 15:07 to 2025-06-27 15:07; indicators: Unusual Resource Access (+15). Resource context: s3://finance-backups.
INC-0086,user_012,"[{""event_id"": ""SAAS-01193"", ""timestamp"": ""2025-06-01T12:52:26"", ""alert_type"": ""Large Data Upload"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",20,Low,1 related alerts from 2025-06-01 12:52 to 2025-06-01 12:52; indicators: Large Data Upload (+20).
INC-0087,user_012,"[{""event_id"": ""CLOUD-01110"", ""timestamp"": ""2025-06-07T14:17:41"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.222.47"", ""resource"": ""aws:console""}]",20,Low,1 related alerts from 2025-06-07 14:17 to 2025-06-07 14:17; indicators: Unknown IP (+20). External IP context: 185.220.222.47. Resource context: aws:console.
INC-0088,user_012,"[{""event_id"": ""CLOUD-00228"", ""timestamp"": ""2025-06-20T10:51:50"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.4.136"", ""resource"": ""s3://finance-backups""}]",15,Low,1 related alerts from 2025-06-20 10:51 to 2025-06-20 10:51; indicators: Unusual Resource Access (+15). Resource context: s3://finance-backups.
INC-0089,user_012,"[{""event_id"": ""CLOUD-00312"", ""timestamp"": ""2025-06-25T12:24:30"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.120.45"", ""resource"": ""aws:console""}, {""event_id"": ""SAAS-00647"", ""timestamp"": ""2025-06-25T13:14:04"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",50,Medium,"2 related alerts from 2025-06-25 12:24 to 2025-06-25 13:14; indicators: Unknown IP (+20), Shadow AI (+30). External IP context: 185.220.120.45. Resource context: aws:console."
INC-0090,user_012,"[{""event_id"": ""SAAS-01162"", ""timestamp"": ""2025-06-26T08:06:59"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-26 08:06 to 2025-06-26 08:06; indicators: Shadow AI (+30).
INC-0091,user_013,"[{""event_id"": ""SAAS-00611"", ""timestamp"": ""2025-06-02T14:46:24"", ""alert_type"": ""Shadow IT"", ""severity"": ""Medium"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-02 14:46 to 2025-06-02 14:46; indicators: Shadow IT (+30).
INC-0092,user_013,"[{""event_id"": ""CLOUD-00125"", ""timestamp"": ""2025-06-05T04:30:17"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.1.32"", ""resource"": ""aws:console""}]",10,Low,1 related alerts from 2025-06-05 04:30 to 2025-06-05 04:30; indicators: Unusual Access Time (+10). Resource context: aws:console.
INC-0093,user_013,"[{""event_id"": ""CLOUD-00481"", ""timestamp"": ""2025-06-05T23:05:21"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.21.80"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00481"", ""timestamp"": ""2025-06-05T23:05:21"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.21.80"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00481"", ""timestamp"": ""2025-06-05T23:05:21"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.21.80"", ""resource"": ""s3://customer-exports""}]",45,Medium,"3 related alerts from 2025-06-05 23:05 to 2025-06-05 23:05; indicators: Unusual Access Time (+10), Unusual Resource Access (+15), Unknown IP (+20). External IP context: 185.220.21.80. Resource context: s3://customer-exports."
INC-0094,user_013,"[{""event_id"": ""SAAS-00058"", ""timestamp"": ""2025-06-15T11:20:15"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-15 11:20 to 2025-06-15 11:20; indicators: Shadow AI (+30).
INC-0095,user_013,"[{""event_id"": ""SAAS-00261"", ""timestamp"": ""2025-06-16T14:36:38"", ""alert_type"": ""Shadow IT"", ""severity"": ""Medium"", ""source_ip"": null, ""resource"": null}, {""event_id"": ""CLOUD-00101"", ""timestamp"": ""2025-06-16T22:04:43"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.222.95"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00101"", ""timestamp"": ""2025-06-16T22:04:43"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.222.95"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00101"", ""timestamp"": ""2025-06-16T22:04:43"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.222.95"", ""resource"": ""s3://customer-exports""}]",75,High,"4 related alerts from 2025-06-16 14:36 to 2025-06-16 22:04; indicators: Shadow IT (+30), Unknown IP (+20), Unusual Access Time (+10), Unusual Resource Access (+15). External IP context: 185.220.222.95. Resource context: s3://customer-exports."
INC-0096,user_013,"[{""event_id"": ""CLOUD-01138"", ""timestamp"": ""2025-06-18T09:05:38"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.1.120"", ""resource"": ""s3://finance-backups""}]",15,Low,1 related alerts from 2025-06-18 09:05 to 2025-06-18 09:05; indicators: Unusual Resource Access (+15). Resource context: s3://finance-backups.
INC-0097,user_013,"[{""event_id"": ""CLOUD-01220"", ""timestamp"": ""2025-06-22T15:04:14"", ""alert_type"": ""Create Access Key"", ""severity"": ""High"", ""source_ip"": ""10.10.1.55"", ""resource"": ""iam:access-key""}]",25,Low,1 related alerts from 2025-06-22 15:04 to 2025-06-22 15:04; indicators: Create Access Key (+25). Resource context: iam:access-key.
INC-0098,user_013,"[{""event_id"": ""SAAS-00673"", ""timestamp"": ""2025-06-23T14:34:02"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-23 14:34 to 2025-06-23 14:34; indicators: Shadow AI (+30).
INC-0099,user_013,"[{""event_id"": ""CLOUD-01093"", ""timestamp"": ""2025-06-26T09:19:47"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.16.77"", ""resource"": ""aws:console""}]",20,Low,1 related alerts from 2025-06-26 09:19 to 2025-06-26 09:19; indicators: Unknown IP (+20). External IP context: 185.220.16.77. Resource context: aws:console.
INC-0100,user_013,"[{""event_id"": ""SAAS-00503"", ""timestamp"": ""2025-06-27T09:40:10"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-27 09:40 to 2025-06-27 09:40; indicators: Shadow AI (+30).
INC-0101,user_013,"[{""event_id"": ""CLOUD-00287"", ""timestamp"": ""2025-06-28T10:41:27"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.1.69"", ""resource"": ""s3://customer-exports""}]",15,Low,1 related alerts from 2025-06-28 10:41 to 2025-06-28 10:41; indicators: Unusual Resource Access (+15). Resource context: s3://customer-exports.
INC-0102,user_014,"[{""event_id"": ""SAAS-00954"", ""timestamp"": ""2025-06-09T08:58:42"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-09 08:58 to 2025-06-09 08:58; indicators: Shadow AI (+30).
INC-0103,user_014,"[{""event_id"": ""CLOUD-01036"", ""timestamp"": ""2025-06-13T12:27:17"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.2.76"", ""resource"": ""s3://finance-backups""}]",15,Low,1 related alerts from 2025-06-13 12:27 to 2025-06-13 12:27; indicators: Unusual Resource Access (+15). Resource context: s3://finance-backups.
INC-0104,user_014,"[{""event_id"": ""SAAS-00802"", ""timestamp"": ""2025-06-19T17:20:14"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-19 17:20 to 2025-06-19 17:20; indicators: Shadow AI (+30).
INC-0105,user_015,"[{""event_id"": ""CLOUD-00824"", ""timestamp"": ""2025-06-01T09:04:42"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.3.102"", ""resource"": ""s3://finance-backups""}]",15,Low,1 related alerts from 2025-06-01 09:04 to 2025-06-01 09:04; indicators: Unusual Resource Access (+15). Resource context: s3://finance-backups.
INC-0106,user_015,"[{""event_id"": ""CLOUD-00200"", ""timestamp"": ""2025-06-03T16:25:19"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""10.10.3.200"", ""resource"": ""s3://customer-exports""}]",15,Low,1 related alerts from 2025-06-03 16:25 to 2025-06-03 16:25; indicators: Unusual Resource Access (+15). Resource context: s3://customer-exports.
INC-0107,user_015,"[{""event_id"": ""CLOUD-00811"", ""timestamp"": ""2025-06-05T22:32:12"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.3.54"", ""resource"": ""aws:console""}]",10,Low,1 related alerts from 2025-06-05 22:32 to 2025-06-05 22:32; indicators: Unusual Access Time (+10). Resource context: aws:console.
INC-0108,user_015,"[{""event_id"": ""SAAS-01147"", ""timestamp"": ""2025-06-08T11:17:40"", ""alert_type"": ""Shadow AI"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-08 11:17 to 2025-06-08 11:17; indicators: Shadow AI (+30).
INC-0109,user_015,"[{""event_id"": ""CLOUD-00456"", ""timestamp"": ""2025-06-13T23:40:38"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.93.11"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00456"", ""timestamp"": ""2025-06-13T23:40:38"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.93.11"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00456"", ""timestamp"": ""2025-06-13T23:40:38"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.93.11"", ""resource"": ""s3://customer-exports""}]",45,Medium,"3 related alerts from 2025-06-13 23:40 to 2025-06-13 23:40; indicators: Unknown IP (+20), Unusual Access Time (+10), Unusual Resource Access (+15). External IP context: 185.220.93.11. Resource context: s3://customer-exports."
INC-0110,user_015,"[{""event_id"": ""SAAS-00044"", ""timestamp"": ""2025-06-15T08:13:00"", ""alert_type"": ""Large Data Upload"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",20,Low,1 related alerts from 2025-06-15 08:13 to 2025-06-15 08:13; indicators: Large Data Upload (+20).
INC-0111,user_015,"[{""event_id"": ""CLOUD-01232"", ""timestamp"": ""2025-06-19T03:44:27"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""10.10.3.59"", ""resource"": ""aws:console""}, {""event_id"": ""SAAS-00562"", ""timestamp"": ""2025-06-19T09:30:36"", ""alert_type"": ""Shadow IT"", ""severity"": ""Medium"", ""source_ip"": null, ""resource"": null}, {""event_id"": ""CLOUD-00412"", ""timestamp"": ""2025-06-19T18:36:49"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.118.66"", ""resource"": ""aws:console""}, {""event_id"": ""CLOUD-00994"", ""timestamp"": ""2025-06-20T01:47:59"", ""alert_type"": ""Unusual Access Time"", ""severity"": ""Medium"", ""source_ip"": ""185.220.21.119"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00994"", ""timestamp"": ""2025-06-20T01:47:59"", ""alert_type"": ""Unusual Resource Access"", ""severity"": ""High"", ""source_ip"": ""185.220.21.119"", ""resource"": ""s3://customer-exports""}, {""event_id"": ""CLOUD-00994"", ""timestamp"": ""2025-06-20T01:47:59"", ""alert_type"": ""Unknown IP"", ""severity"": ""Medium"", ""source_ip"": ""185.220.21.119"", ""resource"": ""s3://customer-exports""}]",75,High,"6 related alerts from 2025-06-19 03:44 to 2025-06-20 01:47; indicators: Unusual Access Time (+10), Shadow IT (+30), Unknown IP (+20), Unusual Resource Access (+15). External IP context: 185.220.118.66, 185.220.21.119. Resource context: aws:console, s3://customer-exports."
INC-0112,user_015,"[{""event_id"": ""SAAS-01113"", ""timestamp"": ""2025-06-21T12:13:00"", ""alert_type"": ""Large Data Upload"", ""severity"": ""High"", ""source_ip"": null, ""resource"": null}]",20,Low,1 related alerts from 2025-06-21 12:13 to 2025-06-21 12:13; indicators: Large Data Upload (+20).
INC-0113,user_015,"[{""event_id"": ""SAAS-00628"", ""timestamp"": ""2025-06-24T17:04:24"", ""alert_type"": ""Shadow IT"", ""severity"": ""Medium"", ""source_ip"": null, ""resource"": null}]",30,Low,1 related alerts from 2025-06-24 17:04 to 2025-06-24 17:04; indicators: Shadow IT (+30).
