event_id,user_id,timestamp,alert_type,severity,reason
CLOUD-00219,user_040,2025-06-20T02:59:17,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00219,user_040,2025-06-20T02:59:17,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00219,user_040,2025-06-20T02:59:17,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00123,user_025,2025-06-20T04:21:45,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00123,user_025,2025-06-20T04:21:45,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00123,user_025,2025-06-20T04:21:45,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00228,user_012,2025-06-20T10:51:50,Unusual Resource Access,High,Access to configured sensitive resource: s3://finance-backups
CLOUD-00384,user_005,2025-06-20T14:00:00,Abnormal API Activity,Medium,3 API events by this user within a 5min window.
CLOUD-00432,user_003,2025-06-20T14:00:00,Abnormal API Activity,Medium,4 API events by this user within a 5min window.
CLOUD-00576,user_002,2025-06-20T14:00:00,Abnormal API Activity,Medium,4 API events by this user within a 5min window.
CLOUD-00888,user_004,2025-06-20T14:00:00,Abnormal API Activity,Medium,3 API events by this user within a 5min window.
CLOUD-00876,user_002,2025-06-20T14:00:00,Abnormal API Activity,Medium,4 API events by this user within a 5min window.
CLOUD-01080,user_001,2025-06-20T14:00:00,Abnormal API Activity,Medium,3 API events by this user within a 5min window.
CLOUD-01080,user_001,2025-06-20T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00576,user_002,2025-06-20T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00888,user_004,2025-06-20T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00876,user_002,2025-06-20T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00432,user_003,2025-06-20T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00384,user_005,2025-06-20T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00460,user_001,2025-06-20T14:01:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00700,user_001,2025-06-20T14:01:00,Abnormal API Activity,Medium,3 API events by this user within a 5min window.
CLOUD-00460,user_001,2025-06-20T14:01:00,Abnormal API Activity,Medium,3 API events by this user within a 5min window.
CLOUD-00532,user_003,2025-06-20T14:01:00,Abnormal API Activity,Medium,4 API events by this user within a 5min window.
CLOUD-00532,user_003,2025-06-20T14:01:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00700,user_001,2025-06-20T14:01:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00968,user_004,2025-06-20T14:02:00,Abnormal API Activity,Medium,3 API events by this user within a 5min window.
CLOUD-00608,user_004,2025-06-20T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00692,user_003,2025-06-20T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00092,user_003,2025-06-20T14:02:00,Abnormal API Activity,Medium,4 API events by this user within a 5min window.
CLOUD-00836,user_002,2025-06-20T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-01184,user_005,2025-06-20T14:02:00,Abnormal API Activity,Medium,3 API events by this user within a 5min window.
CLOUD-00968,user_004,2025-06-20T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00092,user_003,2025-06-20T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-01184,user_005,2025-06-20T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00284,user_005,2025-06-20T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00608,user_004,2025-06-20T14:02:00,Abnormal API Activity,Medium,3 API events by this user within a 5min window.
CLOUD-00692,user_003,2025-06-20T14:02:00,Abnormal API Activity,Medium,4 API events by this user within a 5min window.
CLOUD-00284,user_005,2025-06-20T14:02:00,Abnormal API Activity,Medium,3 API events by this user within a 5min window.
CLOUD-00656,user_002,2025-06-20T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00836,user_002,2025-06-20T14:02:00,Abnormal API Activity,Medium,4 API events by this user within a 5min window.
CLOUD-00656,user_002,2025-06-20T14:02:00,Abnormal API Activity,Medium,4 API events by this user within a 5min window.
CLOUD-01062,user_018,2025-06-20T14:49:09,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00447,user_033,2025-06-20T15:11:38,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-00289,user_018,2025-06-20T16:39:35,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00963,user_037,2025-06-20T23:20:04,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00963,user_037,2025-06-20T23:20:04,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00963,user_037,2025-06-20T23:20:04,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00919,user_019,2025-06-21T02:28:06,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00919,user_019,2025-06-21T02:28:06,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00919,user_019,2025-06-21T02:28:06,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-01223,user_038,2025-06-21T04:37:41,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-01223,user_038,2025-06-21T04:37:41,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-01223,user_038,2025-06-21T04:37:41,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-01065,user_001,2025-06-21T14:00:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-01065,user_001,2025-06-21T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00225,user_001,2025-06-21T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-01125,user_001,2025-06-21T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00765,user_001,2025-06-21T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00693,user_004,2025-06-21T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00693,user_004,2025-06-21T14:00:00,Abnormal API Activity,Medium,3 API events by this user within a 5min window.
CLOUD-00765,user_001,2025-06-21T14:00:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-01125,user_001,2025-06-21T14:00:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-00225,user_001,2025-06-21T14:00:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-01029,user_005,2025-06-21T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-01005,user_001,2025-06-21T14:00:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-01005,user_001,2025-06-21T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-01033,user_004,2025-06-21T14:01:00,Abnormal API Activity,Medium,3 API events by this user within a 5min window.
CLOUD-01141,user_002,2025-06-21T14:01:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-01033,user_004,2025-06-21T14:01:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00113,user_004,2025-06-21T14:02:00,Abnormal API Activity,Medium,3 API events by this user within a 5min window.
CLOUD-00113,user_004,2025-06-21T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00931,user_010,2025-06-21T18:26:05,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-00790,user_017,2025-06-21T22:30:45,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00790,user_017,2025-06-21T22:30:45,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00790,user_017,2025-06-21T22:30:45,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00796,user_011,2025-06-21T23:56:56,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00796,user_011,2025-06-21T23:56:56,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00796,user_011,2025-06-21T23:56:56,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00497,user_018,2025-06-22T00:15:36,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00497,user_018,2025-06-22T00:15:36,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00497,user_018,2025-06-22T00:15:36,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00840,user_005,2025-06-22T00:38:54,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00840,user_005,2025-06-22T00:38:54,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00840,user_005,2025-06-22T00:38:54,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00398,user_011,2025-06-22T03:01:56,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00084,user_011,2025-06-22T04:55:41,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00084,user_011,2025-06-22T04:55:41,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00084,user_011,2025-06-22T04:55:41,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00527,user_023,2025-06-22T11:24:27,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-00393,user_003,2025-06-22T13:11:20,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-00565,user_037,2025-06-22T13:36:31,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00042,user_003,2025-06-22T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00966,user_002,2025-06-22T14:00:00,Abnormal API Activity,Medium,3 API events by this user within a 5min window.
CLOUD-00042,user_003,2025-06-22T14:00:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-00186,user_002,2025-06-22T14:00:00,Abnormal API Activity,Medium,3 API events by this user within a 5min window.
CLOUD-00582,user_003,2025-06-22T14:00:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-00522,user_003,2025-06-22T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00174,user_005,2025-06-22T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00582,user_003,2025-06-22T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00186,user_002,2025-06-22T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00966,user_002,2025-06-22T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-01158,user_004,2025-06-22T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00522,user_003,2025-06-22T14:00:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-00594,user_005,2025-06-22T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-01150,user_001,2025-06-22T14:01:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00250,user_001,2025-06-22T14:01:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-00430,user_001,2025-06-22T14:01:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-00250,user_001,2025-06-22T14:01:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00430,user_001,2025-06-22T14:01:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00142,user_003,2025-06-22T14:01:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00142,user_003,2025-06-22T14:01:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-01150,user_001,2025-06-22T14:01:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-01010,user_001,2025-06-22T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00710,user_001,2025-06-22T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00626,user_002,2025-06-22T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00542,user_003,2025-06-22T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00542,user_003,2025-06-22T14:02:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-01010,user_001,2025-06-22T14:02:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-00626,user_002,2025-06-22T14:02:00,Abnormal API Activity,Medium,3 API events by this user within a 5min window.
CLOUD-00710,user_001,2025-06-22T14:02:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-00319,user_048,2025-06-22T14:12:48,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-01220,user_013,2025-06-22T15:04:14,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-00054,user_050,2025-06-22T15:27:05,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00385,user_020,2025-06-22T16:26:30,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-00391,user_011,2025-06-22T18:32:27,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00673,user_033,2025-06-22T22:12:32,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00846,user_046,2025-06-23T00:33:49,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00846,user_046,2025-06-23T00:33:49,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00846,user_046,2025-06-23T00:33:49,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00694,user_011,2025-06-23T00:39:39,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-01112,user_049,2025-06-23T01:59:57,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00651,user_024,2025-06-23T10:24:32,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-00675,user_001,2025-06-23T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00891,user_002,2025-06-23T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-01047,user_003,2025-06-23T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00927,user_003,2025-06-23T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-01131,user_002,2025-06-23T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-01191,user_002,2025-06-23T14:00:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00891,user_002,2025-06-23T14:00:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-01191,user_002,2025-06-23T14:00:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-01131,user_002,2025-06-23T14:00:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-00927,user_003,2025-06-23T14:00:00,Abnormal API Activity,Medium,4 API events by this user within a 5min window.
CLOUD-01047,user_003,2025-06-23T14:00:00,Abnormal API Activity,Medium,4 API events by this user within a 5min window.
CLOUD-00707,user_003,2025-06-23T14:02:00,Abnormal API Activity,Medium,4 API events by this user within a 5min window.
CLOUD-01127,user_003,2025-06-23T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00239,user_005,2025-06-23T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00899,user_005,2025-06-23T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00707,user_003,2025-06-23T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00131,user_002,2025-06-23T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-01127,user_003,2025-06-23T14:02:00,Abnormal API Activity,Medium,4 API events by this user within a 5min window.
CLOUD-00131,user_002,2025-06-23T14:02:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-00011,user_002,2025-06-23T14:02:00,Abnormal API Activity,Medium,5 API events by this user within a 5min window.
CLOUD-00011,user_002,2025-06-23T14:02:00,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00925,user_037,2025-06-23T14:57:47,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-00147,user_002,2025-06-23T15:14:01,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00567,user_009,2025-06-23T15:48:54,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-01218,user_023,2025-06-23T16:57:42,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-01170,user_037,2025-06-23T18:48:43,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00810,user_005,2025-06-24T04:46:20,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00810,user_005,2025-06-24T04:46:20,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00810,user_005,2025-06-24T04:46:20,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00816,user_044,2025-06-24T10:29:00,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00905,user_033,2025-06-24T12:52:57,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-00961,user_042,2025-06-24T14:50:05,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00204,user_048,2025-06-24T17:57:11,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00605,user_048,2025-06-24T23:11:22,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00605,user_048,2025-06-24T23:11:22,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00605,user_048,2025-06-24T23:11:22,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00759,user_020,2025-06-25T09:10:30,Unusual Resource Access,High,Access to configured sensitive resource: s3://finance-backups
CLOUD-01038,user_011,2025-06-25T09:17:05,Unusual Resource Access,High,Access to configured sensitive resource: s3://finance-backups
CLOUD-00426,user_003,2025-06-25T10:58:47,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00312,user_012,2025-06-25T12:24:30,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00509,user_022,2025-06-25T13:30:51,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00992,user_023,2025-06-25T15:02:03,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-00203,user_024,2025-06-25T17:08:08,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00001,user_011,2025-06-25T23:00:47,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00523,user_041,2025-06-26T00:18:08,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00523,user_041,2025-06-26T00:18:08,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00523,user_041,2025-06-26T00:18:08,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00425,user_029,2025-06-26T01:48:34,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-01201,user_045,2025-06-26T03:50:49,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-01201,user_045,2025-06-26T03:50:49,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-01201,user_045,2025-06-26T03:50:49,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00854,user_028,2025-06-26T04:08:40,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-01093,user_013,2025-06-26T09:19:47,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00290,user_036,2025-06-26T09:47:36,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00681,user_048,2025-06-26T11:52:31,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00420,user_023,2025-06-26T14:04:20,Unusual Resource Access,High,Access to configured sensitive resource: s3://finance-backups
CLOUD-01166,user_050,2025-06-26T15:18:02,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-01094,user_049,2025-06-26T17:07:24,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-00274,user_046,2025-06-26T18:25:03,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00528,user_036,2025-06-26T22:16:42,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00702,user_022,2025-06-27T02:29:30,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00702,user_022,2025-06-27T02:29:30,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00702,user_022,2025-06-27T02:29:30,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00371,user_008,2025-06-27T02:52:03,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00371,user_008,2025-06-27T02:52:03,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00371,user_008,2025-06-27T02:52:03,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00261,user_043,2025-06-27T04:34:25,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00261,user_043,2025-06-27T04:34:25,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00261,user_043,2025-06-27T04:34:25,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00313,user_022,2025-06-27T04:36:03,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00313,user_022,2025-06-27T04:36:03,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00313,user_022,2025-06-27T04:36:03,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00298,user_007,2025-06-27T08:49:20,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00177,user_020,2025-06-27T09:13:17,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-00604,user_015,2025-06-27T10:30:49,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00985,user_007,2025-06-27T13:10:06,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-00036,user_048,2025-06-27T14:06:30,Unusual Resource Access,High,Access to configured sensitive resource: s3://finance-backups
CLOUD-00157,user_031,2025-06-27T14:49:30,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00209,user_011,2025-06-27T15:07:37,Unusual Resource Access,High,Access to configured sensitive resource: s3://finance-backups
CLOUD-00499,user_015,2025-06-27T16:55:54,Unusual Resource Access,High,Access to configured sensitive resource: s3://finance-backups
CLOUD-00851,user_037,2025-06-27T17:26:13,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-01061,user_008,2025-06-27T22:26:54,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-01129,user_008,2025-06-28T01:59:30,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
CLOUD-00683,user_005,2025-06-28T10:10:04,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00287,user_013,2025-06-28T10:41:27,Unusual Resource Access,High,Access to configured sensitive resource: s3://customer-exports
CLOUD-00368,user_030,2025-06-28T10:55:59,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-01210,user_036,2025-06-28T16:22:28,Create Access Key,High,CreateAccessKey can create persistent programmatic access.
CLOUD-00551,user_038,2025-06-28T17:41:47,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00909,user_026,2025-06-28T18:33:01,Unknown IP,Medium,Source IP is outside configured internal IP ranges.
CLOUD-00921,user_046,2025-06-28T23:34:27,Unusual Access Time,Medium,Cloud activity occurred outside normal working hours.
